"Frontside"	"Flipside"	"Category"
numultxatu	член класса	n.
snanumultxa	курс (совокупность классов)	n.
tìflä	успешность	n.
säflä	успех	n.
mesrram	позапозавчера	n., adv.
mesrray	послепослезавтра	n., adv.
pxesrram	три дня назад	n., adv.
pxesrray	через три дня	n., adv.
mong	зависеть от 	vtr.
sru'	давить, подавлять	vtr.
'ekxin	тугой	adj.
um	свободный	adj.
'ekxinum	степень свободы или стянутости	n.
pekxinum	насколько тугой или свободный	inter.
zeswa	трава	n.
zeswavi	стебель травы	n.
lezeswa	травяной	adj.
lopx	паниковать	vin.
hifwo	убегать	vin.
yrrap	шторм	n.
'rrpxom	гром	n.
rawm	молния	n.
rawmpxom	гром и молния	n.
se'ayl	тонкий водопад 	n.
kxor	стена мощных водопадов 	n.
syanan	последовательность водопадов одного потока, последовательность прудов	n.
rurur	вспененая вода	n.
tseltsul	стремнина	n.
tìmeyp	слабость	n.
am'aluke	несомненно	adv.
atanzaw	зигзагообразная молния	n.
nìsìlpey	счастливо	adv.
talun	изза	adp.
nìTsyungwen	Zhongwen	adv.
reykol	играть музыку, петь (поэтично)	vtr.
nrra	гордость, ощущение гордости	n.
lenrra	гордый	adj.
nìnrra	гордо	adv.
snonrra	надменность (отрицательное отношение)	n.
lesnonrra	надменный	adj.
nrr	блестеть	vin.
ylltxep	общественный огонь	n.
txeptseng	место горения огня	n.
ralnga'	поучительный	adj.
munsna	пара	n.
fyin	простой	adj.
ep'ang	сложный	adj.
epxang	каменная банка для маленьких ядовитых паукообразных	n.
fyinep'ang	уровень сложность	n.
pefyinep'ang	как сложно?	inter.
fyinep'angpe	как сложно?	inter.
sngä'itseng	исходное положение	n.
srungsiyu	помощник	n.
srungtsyìp	подсказка	n.
spulmokri	телефон	n.
syeprel	фотокамера	n.
swoa	опьяняющие напитки, «спиртное»	n.
rou	напиться	vin.
pamrelvi	буква (фонетический символ)	n.
snapamrelvi	алфавит	n.
tìtxen si	проснуться	vin.
fnetxum	аллерген	n.
zet	относиться, показывать отношение к	vtr.
ha'	подходить, соответствовать, дополнять	vin.
syon	способность, характеристика	n.
ran	внутренняя сущность	n.
fyole	возвышенный, за пределами совершенства	adj.
loran	изящество	n.
fe'ran	порочность	n.
reyfya	стиль жизни, культура	n.
fe'ranvi	порок	n.
nìran	в сущности	adv.
mo	пространство	n.
snomo	личное пространство	n.
wum	примерно	adv.
kesran	так себе, посредственность	adj.
nìksran	посредственно	adv.
yewla	разочарование, уныние	n.
leyewla	разочарованный	adj.
nìyewla	разочарованно	adv.
yawnyewla	разочарование в любви	n.
ve'o	порядок	n.
vezo	быть в порядке	vin.
vezeyko	организовать	vtr.
vefya	система, процесс, метод, подход	n.
velke	беспорядочно	adj.
venga'	организованный, "во главе угла"	adj.
nìfnu	тихо	adv.
sätaron	охота (мероприятие)	n.
wäsul	состязаться	vin.
tìwäsul	состязательность	n.
säwäsul	соревнование	n.
säwäsultsyìp	раунд соревнования	n.
tìmwiä	справедливость	n.
snew	сжимать	vtr.
txantxew	максимум	n.
snewsye	потусторонний	adj.
hìmtxew	минимум	n.
txantxewvay	максимально	adv.
hìmtxewvay	минимально	adv.
hefi	нюхать (не намеренно)	vtr.
ewku	пробовать на вкус (не намеренно)	vtr.
zìm	осязать (на намеренно)	vtr.
yune	слушать (намеренно)	vtr.
syam	нюхать (намеренно)	vtr.
'ur	внешний вид	n.
sur	вкус, аромат	n.
zir	текстура	n.
tse'atswo	зрячесть	n.
stawmtswo	слушание	n.
hefitswo	обояние	n.
ewktswo	вкус (чувство)	n.
zìmtswo	осязание	n.
fkan	прийти в чувство	vin.
onlor	ароматный	adj.
onvä'	зловонный	adj.
we'ay	кислый	adj.
wip	соленый	adj.
fwang	пряный	adj.
nget	гнилой (но не трупный запах)	adj.
kxänäng	трупный (запах)	adj.
sosul	запах водопада, влажных растений	adj.
unyor	сладко ароматный (для цветов или ароматного дерева или некоторых кухонных специй)	adj.
atxar	пахнущий живым животным (какой бывает вокруг водопоя)	adj.
inanfya	чувство (ощущение)	n.
uvan letokx	физкультура	n.
ftärpa	левая сторона	n.
skiempa	правая сторона	n.
rengop	проектировать (детально)	vtr.
tìrengop	проектирование	n.
särengop	проект	n.
ingyen	чувство непонятного	n.
sngumtsim	источник беспокойства	n.
yayayrtsim	источник замешательства	n.
ingyentsim	тайна, загадка	n.
ingyentsyìp	трюк, фокус, особый приём	n.
ningyen	загадочно	adv.
ingyenga'	загадочный	adj.
sngunga'	беспокоящий	adj.
yayayrnga'	смущенный	adj.
yrr	нетронутый, натуральный	adj.
nìyrr	натурально	adv.
zäfi	модифицированный, не в естественном состоянии	adj.
syor	отдыхать	vin.
tìsyor	отдых	n.
tìfnunga'	тихий	adj.
späpeng	восстановиться 	vin.
'anla	тосковать по	vtr.
sä'anla	тоска	n.
lie	опыт, умение	n.
tsìlpey	надежда (абстрактная идея)	n.
säsìlpey	надежда (на конкретное обстоятельство)	n.
kelsar	бесполезный	adj.
yì	полка, выступ, шаг, ступенька	n.
snayì	лестница	n.
kxaylyì	наивысший уровень	n.
kxamyì	средний уровень	n.
tìmyì	низкий уровень	n.
flrr	заботливый, мягкий (человек или вещь)	adj.
nìflrr	заботливо, мягко	adv.
tìflrr	заботливо, мягко	n.
ngä'än	страдать морально	vin.
kelkin	излишний	adj.
nìkelkin	излишне	adv.
sängä'än	эпизод морального страдания	n.
'eylanay	знакомство (с возможностью подружиться)	n.
eyktanay	представитель, помощник лидера	n.
tsulfätunay	почти мастер	n.
karyunay	помощник учителя	n.
tsan'ul	улучшить	vin.
fe'ul	ухудшить	vin.
tìtsan'ul	улучшение (вообще или абстрактно)	n.
tìfe'ul	ухудшение (вообще или абстрактно)	n.
sätsan'ul	улучшение (конкретное)	n.
säfe'ul	ухудшение (конкретное)	n.
frafya	по любому	adv.
postì	пост (в блоге, на форуме)	n.
ketsran	что бы ни было	adj.,  conj.
kangay si	подтвердить	vin.
txurtel	канат	n.
ropx	отверстие	n.
tsongropx	пещера, углубление	n.
tsrul	гнездо, защищенное место (служащее домом пандорианской фауне)	n.
yayotsrul	птичье гнездо	n.
lini	молодняк	n.
tarnioang	хищник	n.
rong	туннель	n.
swek	прут, брусок, столб	n.
mektseng	щель, пролом	n.
tsenga	где, место где	conj.
fta	узел	n.
fta si	завязать	vin.
fwi	скользить	vin.
oìsss si	шикнуть	vin.
il	изгиб	vin.
kxakx	разбить	vin.
ftumfa	изнутри	adp.
sä'eoio	церемония	n.
sä'eoio si	провести церемонию	vin.
kur	висеть	vin.
nìtkan	целенаправленно	adv.
nìtkanluke	случайно	adv.
nui	потерпеть неудачу	vin.
nìnu	неудачно	adv.
tìnui	неудача (абстрактно)	n.
sänui	неудача (конкретная)	n.
fngä'	отдохнуть, использовать комнату отдыха (на Земле)	vin.
zun	если (в зависимости от фактов)	conj.
zel	то (в зависимости от фактов)	adv.
'ekxinumpe	как туго или свободно?	inter.
okup	молоко	n.
loi	яйцо	n.
tsyeym	драгоценность	n.
wokau	качающийся барабан	n.
srä	тканая одежда 	n.
srok	бусина 	n.
pxayopin	цветастый	adj.
tsyoklìt	шоколад	n.
paynäpll	ананас	n.
pamrelsiyu	писатель	n.
rel arusikx	фильм	n.
lì'upuk	словарь	n.
lì'upuk	словарь	n.
nìkemweypey	нетерпеливо	adv.
kelemweypey	нетерпеливый	adj.
'on	форма	n.
salewfya	направление	n.
koum	скругленный	adj.
ko'on	кольцо, овал, скругленная замкнутая фигура	n.
yo'ko	окружность	n.
renulke	неупорядоченный, случайный	adj.
vawt	плотный, без полостей 	adj.
momek	пористый	adj.
yeyfya	прямая линия	n.
yak	развилка	n.
yak si	разветвляться	vin.
nìyeyfya	прямо, по прямой	adv.
nìftär	налево 	adv.
nìskien	направо	adv.
'oratsyìp	пруд, бассейн 	n.
nìyawr	корректно, правильно	adv.
tìsteftxaw	осмотр, проверка, обследование, экзамен	n.
yoa	в обмен на	adp.
txolar	доллар	n.
ewro	евро	n.
lawnol	большая радость	n.
ley	быть в цене, стоить, цениться	vin.
säfmi	попытка, проба	n.
nìfkeytongay	действительно	adv.
mowar	совет, подсказка	n.
mowar si	советовать	vin.
mowarsiyu	советчик	n.
kakpam	глухой	adj.
tìkakpam	глухота	n.
pxek	толчок, пинок	vtr.
kolan	в смысле, то есть	intj.
hena	нести	vtr.
sähena	сосуд, носитель, емкость	n.
paysena	сосуд	n.
tutsena	носилки	n.
tstalsena	ножны	n.
swizawsena	колчан (для седла икрана)	n.
tìkakrel	слепота	n.
ngoa	грязь	n.
mawfwa	после	conj.
neni	песок	n.
fwep	грязь, пыль (на поеверхности)	n.
fwopx	пыль (в воздухе)	n.
nìyey	прямо, непосредственно	adv.
'al	терять, тратить впустую	vtr.
tì'al	напрасно	n.
le'al	напрасный	adj.
nì'al	напрасно	adv.
srey	весия	n.
lupra	стиль	n.
fyolup	изысканный, особенный	adj.
fe'lup	безвкусный	adj.
snolup	"в своем стиле"	n.
'ongop	проектировать	vtr.
'ongopyu	проектировщик	n.
uniltìrantokxolo'	клан или группа аватаров	n.
krrka	в течение	adp.
tìreyn	поезд, тамвай	n.
LosÄntsyelesì	Лос Анжелес	pn.
tson	обязанность, долг, налагаемое требование	n.
nìtson	трудность (обязательства)	adv.
kxìm	команда, приказ, назначение задания	vtr.
tsonta	к (обязанности) (используется с kxìm)	conj.
tìkxìm	приказание, назначение задачи	n.
tìkxìm si	командовать, начальствовать	vin.
kxìmyu	командир, начальник	n.
saylahe	так далее	adv.
fpomron	здоровье (душевное)	n.
lefpomron	здоровый (душевно)	adj.
kelfpomron	нездоровый (душевно)	adj.
srefpìl	подразумевать	vtr.
srefwa	перед	conj.
ken'aw	не только	adv.
släkop	так же	adv.
sngum si	беспокоиться	vin.
