"Frontside"	"Flipside"	"Category"
sästarsìm	collectie (doelbewust door iemand bij elkaar gebracht)	n.
tsu'o	kunde, kunnen	n.
krra	wanneer, op de tijd dat	conj.
snatanhìtsyìp	sterrencluster	n.
pìwopxtsyìp	nevel	n.
tìterkup	dood (abstracte vorm)	n.
maweypeyyu	Iemand die geduldig is	n.
ftxulì'u	oreren, een toespraak houden	vin.
ftxulì'uyu	orator, (publieke) spreker	n.
säftxulì'u	toespraak	n.
tìftxulì'u	toespreken, speechen (specifiek geval)	n.
slantire	inspiratie	n.
slantire si	inspireren	vin.
kum	resultaat	n.
kuma	dat (als een resultaat)	conj.
akum	dat (als een resultaat)	conj.
fyel	verzegelen, ondoordringbaar maken	vtr.
zey	speciaal, apart	adj.
vll	aanwijzen	vin., vtr.
eykyu	leider (tijdelijk, b.v. van een kleine groep als een jachtgroep)	n.
am'ake	zeker, overtuigd	adj.
nam'ake	overtuigd, zeker	adv.
kezemplltxe	uiteraard, hoeft niet gezegd te worden	adv.
tare	verbinden, relateren aan, een relatie hebben met	vtr.
nìsoaia	(samen) als leden van een familie	adv.
nìolo'	(samen) als leden van een stam	adv.
sätare	verbinding, relatie	n.
sloa	wijd	adj.
snep	smal	adj.
slosnep	breedte	n.
peslosnep	welke breedte, hoe breed?	inter.
slosneppe	welke breedte, hoe breed?	inter.
hoet	wijds, uitgebreid	adj.
nìhoet	wijds	adv.
so'ha	enthousiast zijn over, opgewonden zijn over	vtr.
tìso'ha	enthousiasme, een goede instelling hebbend	n.
nìso'ha	enthousiast	adv.
leso'ha	enthousiast	adj.
tsawlultxa	conferentie	n.
zìsìtay	volgend jaar	n.
tìtsunslu	mogelijkheid	n.
numultxa	les (voor instructie)	n.
numultxatu	klasgenoot	n.
snanumultxa	cursus (serie lessen)	n.
tìflä	succes (algemeen)	n.
säflä	succes (een moment van succes)	n.
mesrram	eergisteren, twee dagen geleden	n., adv.
mesrray	overmorgen, over twee dagen	n., adv.
pxesrram	drie dagen geleden	n., adv.
pxesrray	over drie dagen	n., adv.
mong	vertrouwen op	vtr.
sru'	vertrappen, verpletteren	vtr.
'ekxin	strak	adj.
um	los	adj.
'ekxinum	strakheid, losheid	n.
pekxinum	hoe strak, los?	inter.
zeswa	gras	n.
zeswavi	grasspriet	n.
lezeswa	grassig, grasachtig	adj.
lopx	in paniek zijn/raken	vin.
hifwo	vluchten, ontsnappen	vin.
yrrap	storm	n.
'rrpxom	donder, onweer	n.
rawm	bliksem (algemene uitdrukking)	n.
rawmpxom	donder en bliksem	n.
se'ayl	een aparte hoge smalle waterval die van een hoge klip of een zwevende berg stroomt (telbaar)	n.
kxor	een brede bank krachtige watervallen, bekend om de oorverdovende en dodelijke kracht (telbaar, maar komt zelden voor)	n.
syanan	een enkele, of serie van kleinere watervallen, natuurlijk voorkomend langs een stroom of serie plassen (telbaar)	n.
rurur	een waterstroom met veel luchtcontact terwijl het over rotsen van een geleidelijk neergaande stroom gaat (telbaar)	n.
tseltsul	stroomversnelling (telbaar, komt zelden voor)	n.
tìmeyp	zwakheid	n.
am'aluke	zonder twijfel	adv.
atanzaw	gevorkte bliksem	n.
nìsìlpey	hopelijk	adv.
talun	vanwege	adp.
nìTsyungwen	Zhongyuan	adv.
reykol	muziek maken, laten zingen (dichterlijk)	vtr.
nrra	trots, gevoel van trots	n.
lenrra	trots	adj.
nìnrra	trots, met trots	adv.
snonrra	zelftrots (negatieve benadering)	n.
lesnonrra	vol zelftrots	adj.
nrr	gloeien, lichtgevend zijn	vin.
ylltxep	gezamenlijk vuur of vuurplek	n.
txeptseng	plek waar vuur brandt of heeft gebrand	n.
ralnga'	betekenisvol, instruerend, iets waar een les uit kan worden geleerd	adj.
munsna	paar	n.
fyin	simpel, eenvoudig	adj.
ep'ang	complex, ingewikkeld	adj.
epxang	stenen pot die een kleine giftige spinachtige bevat	n.
fyinep'ang	graad van complexiteit	n.
pefyinep'ang	hoe complex?	inter.
fyinep'angpe	hoe complex?	inter.
sngä'itseng	begin, startpositie, initiele plek	n.
srungsiyu	assistent, helper	n.
srungtsyìp	tip, helpende hint	n.
spulmokri	telefoon	n.
syeprel	camera	n.
swoa	bedwelmende drank, geestrijk vocht	n.
rou	dronken zijn of worden	vin.
pamrelvi	letter (fonetisch symbool)	n.
snapamrelvi	alfabet	n.
tìtxen si	wakker worden	vin.
fnetxum	allergeen	n.
zet	gedragen (emotioneel), een air hebben jegens	vtr.
ha'	passen, aanvullen, verbeteren	vin.
syon	onderdeel, attribuut, karaktertrek, aspect, facet	n.
ran	natuur, essentie; basis natuur van iets wat volgt uit het totaal van diens onderdelen; het best vertaald als 'persoonlijkheid'	n.
fyole	subliem, voorbij perfectie	adj.
loran	elegantie, gratie	n.
fe'ran	beschadigde natuur/basis, iets dat slecht ontvangen wordt of beschadigd	n.
reyfya	manier van leven, cultuur	n.
fe'ranvi	blaam, misvorming, vlek	n.
nìran	in de basis/essentie, fundamenteel	adv.
mo	ruimte, ommuurd open gebied	n.
snomo	persoonlijke ruimte om zich in terug te trekken	n.
wum	ongeveer, ruwweg	adv.
kesran	zozo, matig	adj.
nìksran	op een matige/gemiddelde wijze	adv.
yewla	teleurstelling, emotionele afknapper, niet aan verwachting voldaan	n.
leyewla	teleurstellend	adj.
nìyewla	op een teleurstellende wijze	adv.
yawnyewla	gebroken hart, staat van gebroken hart hebbend	n.
ve'o	orde (tegenover wanorde of chaos), organisatie	n.
vezo	op orde zijn, georganiseerd zijn	vin.
vezeyko	op orde brengen, organiseren	vtr.
vefya	systeem, proces, procedure, benadering	n.
velke	chaotisch, rommelig, ongeorganiseerd, puinhoop	adj.
venga'	georganiseerd, alles in de hand hebbend	adj.
nìfnu	stilletjes	adv.
sätaron	jacht	n.
wäsul	wedijveren, deelnemen aan wedstrijd	vin.
tìwäsul	competitie	n.
säwäsul	een competitie	n.
säwäsultsyìp	een wedstrijd	n.
tìmwiä	eerlijkheid, rechtvaardigheid	n.
snew	beperken, vast(er) maken	vtr.
txantxew	maximum	n.
snewsye	vreemd, eng	adj.
hìmtxew	minimum	n.
txantxewvay	maximaal	adv.
hìmtxewvay	minimaal	adv.
hefi	ruiken (niet doelbewust)	vtr.
ewku	proeven (niet doelbewust)	vtr.
zìm	voelen (niet doelbewust)	vtr.
yune	luisteren naar (doelbewust)	vtr.
syam	ruiken (doelbewust)	vtr.
'ur	zicht, uitzicht, aangezicht	n.
sur	smaak	n.
zir	gevoel, tekstuur, aanraking	n.
tse'atswo	zien, zicht (zintuig)	n.
stawmtswo	gehoor (zintuig)	n.
hefitswo	reuk (zintuig)	n.
ewktswo	smaak (zintuig)	n.
zìmtswo	tast (zintuig)	n.
fkan	zich voelen als	vin.
onlor	goedruikend	adj.
onvä'	slechtruikend	adj.
we'ay	zuur	adj.
wip	zout	adj.
fwang	hartig, umami, rijk van smaak	adj.
nget	geur van rottend hout en bladeren, muf (nietdierlijk verval)	adj.
kxänäng	geur van rottend dier/vlees	adj.
sosul	plezierige geur van nabij stromend water, regen, natte vegetatie	adj.
unyor	zoet aromatisch (evt. ook Na'vi kruiden voor bij het koken)	adj.
atxar	geur van levende dieren, zoals bij een drinkgebied	adj.
inanfya	zintuig	n.
uvan letokx	lichamelijk of atletisch spel, sport	n.
ftärpa	linkerkant	n.
skiempa	rechterkant	n.
rengop	ontwerpen	vtr.
tìrengop	ontwerp (het doen, het ontwerpen)	n.
särengop	ontwerp (specifiek geval)	n.
ingyen	gevoel van mysterie of verwarring	n.
sngumtsim	iets wat je zorgen baart	n.
yayayrtsim	iets verwarrends	n.
ingyentsim	mysterie, raadsel	n.
ingyentsyìp	truuk, kunstje, vingervlugheid	n.
ningyen	mysterieus	adv.
ingyenga'	mysterieus	adj.
sngunga'	zorgelijk, zorgbarend	adj.
yayayrnga'	verwarrend	adj.
yrr	wild, natuurlijk (iets in natuurlijke, onaangetaste staat)	adj.
nìyrr	natuurlijk, onveranderd, puur	adv.
zäfi	veranderd, niet langer natuurlijk	adj.
syor	ontspannen	vin.
tìsyor	ontspanning	n.
tìfnunga'	stil	adj.
späpeng	jezelf heropbouwen (metaforisch)	vin.
'anla	verlangen naar	vtr.
sä'anla	verlangen	n.
lie	ervaring	n.
tsìlpey	hoop (abstract idee)	n.
säsìlpey	hoop (specifiek geval)	n.
kelsar	nutteloos	adj.
yì	plank, trede, rand, niveau	n.
snayì	trap, serie tredes	n.
kxaylyì	hoog niveau	n.
kxamyì	gemiddeld niveau	n.
tìmyì	laag niveau	n.
flrr	vriendelijk, mild, teder (mensen of dingen)	adj.
nìflrr	vriendelijk, teder	adv.
tìflrr	tederheid, vriendelijkheid	n.
ngä'än	mentaal of emotioneel lijden, miserabel voelen	vin.
kelkin	onnodig	adj.
nìkelkin	onnodig	adv.
sängä'än	periode van lijden, periode van depressie	n.
'eylanay	bekende (met potentieel een vriend te worden)	n.
eyktanay	onderbaas, één stap onder leider	n.
tsulfätunay	bijnameester	n.
karyunay	leraar in opleiding	n.
tsan'ul	verbeteren, beter worden	vin.
fe'ul	verslechteren, slechter worden	vin.
tìtsan'ul	verbetering (algemeen, abstract)	n.
tìfe'ul	verslechtering (algemeen, abstract)	n.
sätsan'ul	verbetering	n.
säfe'ul	verslechtering (specifiek geval)	n.
frafya	op elke manier	adv.
postì	artikel (op een forum/blog)	n.
ketsran	hoe dan ook	adj.,  conj.
kangay si	valideren, bevestigen	vin.
txurtel	touw	n.
ropx	gat (gaat dwars door object heen)	n.
tsongropx	gat, uitsparing, uitgraving met een bodem (zichtbaar of aangenomen)	n.
tsrul	nest; beschermd gebied voor fauna van Pandora	n.
yayotsrul	vogelnest	n.
lini	jong (van een dier, vogel, vis, insect)	n.
tarnioang	roofdier	n.
rong	tunnel	n.
swek	staaf, paal	n.
mektseng	opening, breuk	n.
tsenga	waar, plaats waar	conj.
fta	knoop	n.
fta si	knopen, een knoop maken	vin.
fwi	uitglijden, glijden	vin.
oìsss si	sissen	vin.
il	buigen	vin.
kxakx	breken, in twee delen breken	vin.
ftumfa	vanuit, vanuit de binnenkant van	adp.
sä'eoio	ceremonie, ritueel, rite	n.
sä'eoio si	meedoen met een ceremonie, een rtitueel doen	vin.
kur	hangen	vin.
nìtkan	met opzet	adv.
nìtkanluke	per ongeluk, onbedoeld	adv.
nui	falen, fout gaan, niet het beoogde doel behalen	vin.
nìnu	falend, voor niets, vruchteloos, niet het gewilde of verwachte eind halend	adv.
tìnui	fiasco (abstract)	n.
sänui	fiasco (specifiek incident)	n.
fngä'	zich ontlasten (Op aarde: naar het toilet gaan)	vin.
zun	als (contrafeitelijk gebruik)	conj.
zel	dan (contrafeitelijk gebruik)	adv.
'ekxinumpe	hoe vast, los?	inter.
okup	melk	n.
loi	ei	n.
tsyeym	schat; iets zeldzaams en van grote waarde	n.
wokau	penduletrom	n.
srä	doek; een stuf stof geweven op een weefgetouw	n.
srok	kraal (decoratief)	n.
pxayopin	kleurrijk, bont	adj.
tsyoklìt	chocolade	n.
paynäpll	ananas	n.
pamrelsiyu	schrijver	n.
rel arusikx	film, video	n.
lì'upuk	woordenboek	n.
lì'upuk	woordenboek	n.
nìkemweypey	ongeduldig	adv.
kelemweypey	ongeduldig	adj.
'on	vorm	n.
salewfya	richting, koers	n.
koum	rond, gebogen	adj.
ko'on	ring, ovaal, ongeveer ronde gesloten vorm	n.
yo'ko	cirkel	n.
renulke	onregelmatig, random	adj.
vawt	vast, solide, niet hol	adj.
momek	hol, niet solide	adj.
yeyfya	rechte lijn	n.
yak	vork, vertakking, punt van afwijking	n.
yak si	divergeren, koers wijzigen, afwijken	vin.
nìyeyfya	recht vooruit, in een rechte lijn	adv.
nìftär	naar links	adv.
nìskien	naar rechts	adv.
'oratsyìp	plas, poel	n.
nìyawr	correct, juist	adv.
tìsteftxaw	onderzoek	n.
yoa	in ruil voor	adp.
txolar	dollar	n.
ewro	euro	n.
lawnol	grote vreugde	n.
ley	waarde hebben, iets waard zijn	vin.
säfmi	poging	n.
nìfkeytongay	eigenlijk, feitelijk	adv.
mowar	advies	n.
mowar si	adviseren	vin.
mowarsiyu	adviseur	n.
kakpam	doof	adj.
tìkakpam	doofheid	n.
pxek	trappen, duwen	vtr.
kolan	ik bedoel, eigenlijk (zichzelf corrigerend)	intj.
hena	dragen	vtr.
sähena	drager (b.v. een pot of mand)	n.
paysena	watervat	n.
tutsena	brancard	n.
tstalsena	schede (van een mes)	n.
swizawsena	pijlkoker (bevestigd aan ikranzadel)	n.
tìkakrel	blindheid	n.
ngoa	modder	n.
mawfwa	nadat	conj.
neni	zand	n.
fwep	stof (op een oppervlak)	n.
fwopx	stof (in de lucht)	n.
nìyey	direct, meteen terzake	adv.
'al	verspillen	vtr.
tì'al	verspilling	n.
le'al	verspillend	adj.
nì'al	verspillend	adv.
srey	versie	n.
lupra	stijl	n.
fyolup	subliem in stijl, exquise	adj.
fe'lup	goedkoop, smakeloos	adj.
snolup	persoonlijke stijl, aanwezigheid	n.
'ongop	ontwerpen	vtr.
'ongopyu	ontwerper	n.
uniltìrantokxolo'	clan of groep Avatars	n.
krrka	tijdens	adp.
tìreyn	trein	n.
LosÄntsyelesì	Los Angeles	pn.
tson	plicht, verplicting, opgelegd vereiste	n.
nìtson	plichtig, als een verplichting	adv.
kxìm	commanderen, bevelen, taken uitdelen	vtr.
tsonta	(om) te (met kxìm)	conj.
tìkxìm	gecommandeer	n.
tìkxìm si	boven iemand staan (in hierarchie)	vin.
kxìmyu	aanvoerder, iemand die authoriteit over anderen heeft	n.
saylahe	'et cetera'	adv.
fpomron	gezondheid of welzijn (mentaal)	n.
lefpomron	gezond (mentaal)	adj.
kelfpomron	ongezond (mentaal)	adj.
fpomtokxnga'	gezond (fysiek)	adj.
kefpomtokxnga'	ongezond (fysiek)	adj.
fpomronga'	gezond (mentaal)	adj.
kefpomronga'	ongezond (mentaal)	adj.
srefpìl	aannemen	vtr.
srefwa	voordat	conj.
ken'aw	niet alleen	adv.
släkop	maar ook	adv.
sngum si	zich zorgen maken	vin.
väpam	lawaai, onaangenaam of schel geluid	n.
hawmpam	lawaai, een excessief, onnodig, ongepast, onverwachts of ontstellend geluid	n.
lehawmpam	lawaaierig	adj.
nìhawmpam	lawaaierig	adv.
miklor	aangenaam aanhorend, mooi klinkend	adj.
mikvä'	slecht klinkend	adj.
narlor	visueel mooi	adj.
narvä'	lelijk, afzichtelijk	adj.
zawr	dierlijke roep	n.
tìnew	verlangen	n.
nopx	wegstoppen, opbergen	vtr.
tiam	tellen	vtr.
ketsuktiam	ontelbaar, oneindig	adj.
txewluke	eindeloos, zonder grenzen, zonder limiet	adj.
'umtsa	medicijn	n.
lang	onderzoeken, verkennen	vtr.
tìlang	onderzoek	n.
sälang	een ontdekkingsreis of onderzoek	n.
kxum	visceus, gelatineachtig, dik	adj.
kxumpay	visceuse vloeistof, gel	n.
sängop	creatie	n.
tsyìl	klimmen, beklimmen (gehele lichaam optillen)	vtr.
kxap	bedreiging	n.
kxapnga'	bedreigend	adj.
nìkxap	bedreigend	adv.
tìftiatu	onderzoeker	n.
tìftiatu kifkeyä	wetenschapper	n.
heyr	borstkas	n.
tseri	opmerken	vtr.
kxap si	bedreigen	vin.
tìtseri	besef, opmerkzaamheid	n.
tìktseri	gebrek aan besef, onopmerkzaamheid	n.
yäkx	niet opmerken, negeren	vtr.
tìyäkx	gebrek aan besef, (het) negeren	n.
srunga'	behulpzaam	adj.
säyäkx	(het) negeren	n.
ngip	ruimte, open of grenzeloos gebied	n.
txepram	vulkaan	n.
txekxumpay	magma, lava	n.
wrrza'u	uitkomen	vin.
tskxevi	kiezel, kleine door natuurlijke krachten gepolijste steen	n.
nìkx	grind	n.
tìralpeng	vertaling, interpretatie	n.
unil si	dromen	vin.
uniltsa	dromen van, dromen over	vtr.
mauti	fruit	n.
utu	bladerdak	n.
utumauti	bananenfruit	n.
slayk	borstelen, kammen	vtr.
tìkelu	gebrek	n.
tompakel	droogte	n.
syuvekel	hongersnood	n.
zawprrte'	plezierig zijn	vin.
nawri	getalenteerd	adj.
tìnawri	talent	n.
susyang	fragiel, delicaat	adj.
reym	droog land (op het droge)	n.
kop	en ook	conj.
tuvom	het geweldigst van alles, het meest geweldige	adj.
yengwal	droefheid, smart	n.
nip	vast komen te zitten, ergens in gevangen raken	vin.
hän	net, web	n.
'rrko	rollen	vin.
tsngem	spier	n.
tsawsngem	gespierd	adj.
wìngay	bewijzen	vtr.
tìwìngay	bewijs, het bewijzen (abstract)	n.
säwìngay	bewijs (specifiek bewijs)	n.
tìng zekwä	aanraken (doelbewust)	vin.
weptseng	website	n.
wep	web (als in wereldwijde web, www)	n.
tseotu	kunstenaar (algemene term), artiest	n.
tìkeftxo	droefheid, verdriet	n.
tìkeftxonga'	verdrietig	adj.
pamtseongopyu	muzikant, componist	n.
lereyfya	cultureel	adj.
huru	pan, ketel	n.
sey	beker, kom (minimaal aangepaste natuurlijke bronnen)	n.
'e'in	kalebas	n.
'e'insey	beker (gemaakt van een kalebas)	n.
sum	schelp	n.
sumsey	beker (gemaakt van een schelp)	n.
swoasey	kava kom (gemaakt uit peulvruchten, gebruikt om bedwelmende drank te drinken, handdraagbaar)	n.
swoasey ayll	grote sociale kava kom (gemaakt uit peulvruchten, gebruikt om bedwelmende drank te drinken)	n.
tsyey	snack, lichte maaltijd	n.
tsyeytsyìp	klein hapje	n.
nik	handig, bruikbaar zonder veel moeite	adj.
niktsyey	eetbare wrap (voedsel ingewikkeld in eetbare bladeren of lianen)	n.
merki	rek/rooster op de grond (om vlees te roken)	n.
ikut	grote stamper (maalgereedschap); vleesstamppaal	n.
sämunge	transportinstrument of apparaat	n.
syusmung	dienblad	n.
paysmung	waterdrager	n.
prrsmung	baby drager	n.
nivi	slaap hangmat (algemene term)	n.
swaynivi	familie hangmat	n.
snonivi	éénpersoons hangmat	n.
sänrr	gloed; lichtbron, lamp	n.
tsmi	nectar	n.
tsmisnrr	blaaslantaarn, nectar lantaarn	n.
seyn	stoel, kruk, bank; een voorwerp waarop gezeten kan worden	n.
hoan	comfort	n.
lehoan	comfortabel	adj.
nìhoan	comfortabel	adv.
kelhoan	oncomfortabel	adj.
fyan	constructie bedoeld om iets schoon en van de grond te houden	n.
fyanyo	tafel, verhoogd werkblad	n.
yomyo	bord (voor voedsel)	n.
yomyo lerìk	bord uit bladeren	n.
fyanyì	rek, plank	n.
kurfyan	mand of opgehangen rek	n.
snokfyan	rek voor persoonlijke bezittingen	n.
kurfyavi	haak (om iets aan op te hangen)	n.
seyto	slachten (het separeren of verwerken van het karkas van een dood dier)	vtr.
säseyto	slachtgereedschap	n.
yaney	kano	n.
spulyaney	kano peddel	n.
lal	oud (tegenovergestelde van mip)	adj.
txanlal	antiek, heel oud	adj.
tsankum	voordeel, winst	n.
tsankumnga'	voordelig	adj.
fekumnga'	nadelig	adj.
tìmungwrr	uitzondering	n.
tìmungwrr si	een uitzondering maken	vin.
nawfwe	vloeiend (in een taal)	adj.
fekum	nadeel, verlies	n.
plltxeyu	spreker	n.
pxawngip	omgeving	n.
palulukantsyìp	cat (aards dier); let. kleine thanator	n.
zum	voorwerp, ding (fysiek of tastbaar)	n.
hìpey	aarzelen, voor een korte tijd terughouden	vin.
tìhìpey	aarzeling	n.
snäm	rotten, vergaan, afbreken over tijd	vin.
kllrikx	aardbeving	n.
sälatem	verandering (moment van), wijziging, aanpassing	n.
tìlatem	verandering (abstract concept)	n.
txatx	bubbel	n.
lehìpey	aarzelend, in een staat van aarzeling	adj.
nìhìpey	aarzelend	adv.
ronguway	huilen	vin.
ronguwayyu	huiler, iemand die huilt	n.
ler	stabiel, gestaag (voor beweging)	adj.
nìler	stabiel, gestaag	adv.
lo'a	totem, amulet	n.
'ewrang	weefgetouw	n.
sa'ewrang	moederweefgetouw, gigantisch weefgetouw	n.
tiretu	sjamaan	n.
pasuk	bes	n.
vozampasukut	duizend bessen boom	n.
paskalin	zoet besje (koosnaam)	n.
fngä'tseng	toilet (op Aarde)	n.
mo a fngä'	toilet (op Aarde)	n.
sa	een uitdaging aangaan	vin.
tanleng	boomschors	n.
syokup	gewicht (fysiek)	n.
kewan	leeftijd	n.
tìnvi	taak, klus, stap (in een instructie)	n.
tìnvi si	een taak uitvoeren, een klus doen	vin.
txanwetseng	persoonlijk belangrijke of geliefde plaats, Heimat (Duits)	n.
penghrr	waarschuwen	vin.
säpenghrr	waarschuwing	n.
tì'ul	toename	n.
eyawrfya	juiste manier (om iets te doen), correcte pad	n.
stiwi	kattekwaad	n.
stiwi si	ondeugend zijn, kattekwaad uithalen	vin.
stiwinga'	ondeugend	adj.
stiwisiyu	ondeugd	n.
rawng	ingang, deuropening	n.
syewe	vet (in vlees)	n.
syewenga'	vettig	adj.
laro si	schoonmaken, vuiligheid weghalen	vin.
slukx	hoorn van een dier	n.
tsin	nagel, klauw	n.
ue'	braken, vomiteren	vtr., vin.
nantangtsyìp	hond (aards dier); let. kleine nantang	n.
hiup	spugen, uitspugen	vin., vtr.
räptum	grof, vulgair, sociaal onacceptabel	adj.
txanlokxe	domein van een stam of clan, land	n.
tsamsä'o	oorlogswapen	n.
tìtxurnga'	machtig	adj.
leym	roepen, (uit)schreeuwen	vim.
nìzen	noodzakelijk	adv.
kenzen	niet noodzakelijk	adv.
pllhrr	waarschuwen	vin.
säpllhrr	waarschuwing	n.
tspìng	austrapoot	n.
mawup	turtapoot	n.
pawk	hoorn, blaasinstrument	n.
tekre	schedel	n.
ionar	harpijrijder oogkleppen	n.
