"Frontside"	"Flipside"	"Category"
'ana	vigne grimpante	n.
tsngawpay	larme	n.
tsngawpayvi	petite larme	n.
nìhona	adorablement	adv.
lepay	aqueux	adj.
'ul	augmenter | ([utilisé pour former 'plus..., plus...'])	vin.
nän	réduire | diminuer	vin.
nìnän	moins	adv.
nì'ul'ul	de plus en plus	adv.
nìnänän	de moins en moins	adv.
mek	vide	adj.
leioae	respect	n.
leioae si	respecter	vin.
säwìntxu	exposition (dans le sens 'il y a une exposition au musée')	n.
tì'i'a	fin | conclusion	n.
srer	apparaître | matérialiser	vin.
'ìp	disparaître	vin.
tsong	vallée	n.
tsongtsyìp	cavité | fossette	n.
ro'a	être impressionnant | inspirer la crainte ou le respect	vin.
säro'a	exploit | prouesse	n.
säro'a si	accomplir un exploit | prouesse	vin.
txanro'a	être très impressionnant	vin.
velek	capituler | abdiquer | se rendre | abandonner	vin.
spono	île	n.
txew	bord | limite | frontière | fin	n.
txewnga'	limité (dans le sens 'avoir une limite')	adj.
litx	effilé | tranchant	adj.
fwem	émoussé	adj.
syura	énergie (physique ou spirituelle)	n.
syuratan	bioluminescence	n.
txonkrr	nuitamment | de nuit	adv.
yuey	beauté intérieure	adj.
kxem	être vertical	vin.
txay	être horizontal | à plat	vin.
nìkxem	verticalement	adv.
nìtxay	horizontalement	adv.
klltxay	reposer (sur le sol) | être en position horizontale	vin.
klltxeykay	poser (quelque chose sur le sol)	vtr.
yo	surface	n.
kxemyo	mur | surface verticale	n.
fyep	tenir	vtr.
nìk'ärìp	sans mouvement | immobile	adv.
nìklonu	fidèlement	adv.
nìktungzup	attentivement	adv.
nìsyep	fermement	adv.
nìmeyp	faiblement	adv.
säfyep	poignée | hampe	n.
slan	soutenir (qqn) ([au sens émotionnel, social ou personnel])	vtr.
tìslan	soutien ([émotionnel, social ou personnel])	n.
tìeyktan	leadership	n.
'llngo	hanche	n.
zare'	front	n.
flawm	joue	n.
prrku	utérus	n.
ngep	nombril	n.
tawsyuratan	aurore	n.
syeha	respiration | souffle	n.
syeha si	respirer | souffler	vin.
sko+	en tant que	adp.
sna'o	groupe | ensemble	n.
snatxärem	squelette | groupe d'os	n.
snafpìlfya	philosophie	n.
snatanhì	constellation	n.
sästarsìm	collection	n.
tsu'o	capacité | faculté	n.
krra	quand | au moment où	conj.
snatanhìtsyìp	amas stellaire | groupe d'étoiles	n.
pìwopxtsyìp	nébuleuse	n.
tìterkup	mort ([dans le sens général et abstrait])	n.
maweypeyyu	quelqu'un de calme | patient	n.
ftxulì'u	discourir	vin.
ftxulì'uyu	orateur	n.
säftxulì'u	discours | speech	n.
tìftxulì'u	discours public	n.
slantire	inspiration | suggestion | intuition	n.
slantire si	inspirer | suggérer	vin.
kum	résultat	n.
kuma	que | si bien que (en résultat)	conj.
akum	que (par conséquent) ([suit le résultat])	conj.
fyel	consolider	vtr.
zey	spécial	adj.
vll	pointer | désigner | indiquer	vtr.
eykyu	leader (meneur) | [n'est pas le leader d'un clan mais d'un groupe plus petit comme un groupe de chasse. Ce peut être aussi le leader temporaire d'un plus grand groupe]	n.
am'ake	sûr	adj.
nam'ake	avec confiance | assurance	adv.
kezemplltxe	bien sûr | cela va de soi | cela va sans dire	adv.
tare	avoir une relation avec	vtr.
nìsoaia	comme une famille | familialement	adv.
nìolo'	comme un clan | claniquement	adv.
sätare	relation | rapport	n.
sloa	large	adj.
snep	étroit	adj.
slosnep	largeur	n.
peslosnep	quelle largeur?	inter.
slosneppe	quelle largeur?	inter.
hoet	vaste | immense	adj.
nìhoet	partout	adv.
so'ha	être enthousiasmé	vtr.
tìso'ha	enthousiasme	n.
nìso'ha	avec enthousiasme | enthousiasmant	adv.
leso'ha	enthousiaste | passionné	adj.
tsawlultxa	conférence	n.
zìsìtay	l'année prochaine	n.
tìtsunslu	possibilité	n.
numultxa	classe (dans le sens 'un lieu de rencontre pour apprendre') | cours	n.
numultxatu	camarade de classe	n.
snanumultxa	collège	n.
tìflä	succès | réussite (dans le sens général)	n.
säflä	succès (dans le sens 'le moment du succès')	n.
mesrram	il y a deux jours	adv., n.
mesrray	dans deux jours	adv., n.
pxesrram	il y a trois jours	adv., n.
pxesrray	dans trois jours	adv., n.
mong	compter sur	vtr.
sru'	piétiner | écraser	vtr.
'ekxin	tendu	adj.
um	lâche | déserré | volant	adj.
'ekxinum	étreinte	n.
pekxinum	serré à quel point? relâché à quel point?	inter.
zeswa	herbe	n.
zeswavi	carré d'herbe	n.
lezeswa	herbeux | verdoyant	adj.
lopx	paniquer	vin.
hifwo	s'enfuir | prendre la fuite	vin.
yrrap	orage	n.
'rrpxom	tonnerre	n.
rawm	foudre	n.
rawmpxom	foudre et tonnerre	n.
se'ayl	chute d'eau fine et longue (comptable)	n.
kxor	mur d'eau	n.
syanan	série de chutes d'eau séparées par des piscines naturelles (comptable)	n.
rurur	torrent circulant parmi des roches en pente douce (non comptable)	n.
tseltsul	rapides (comptable mais en de rares occasions)	n.
tìmeyp	faiblesse	n.
am'aluke	sûrement | sans doute	adv.
atanzaw	éclair	n.
nìsìlpey	J'espère que	adv.
talun	parce que | ([forme abrégée de] taluna)	adp.
nìTsyungwen	en chinois	adv.
reykol	jouer de la musique | jouer d'un instrument | ([poétique])	vtr.
nrra	fierté	n.
lenrra	fier	adj.
nìnrra	fièrement | avec fièreté	adv.
snonrra	prétention | vanité	n.
lesnonrra	vaniteux	adj.
nrr	luire | briller	vin.
ylltxep	feu communal	n.
txeptseng	foyer | feu de camp | lieu où un feu brûle ou a brûlé	n.
ralnga'	sensé | significatif	adj.
munsna	paire	n.
fyin	simple	adj.
ep'ang	complexe	adj.
epxang	jarre de pierre  | ([servant pour le stockage du scorpion utilisé lors de l'Uniltaron])	n.
fyinep'ang	degré de complexité	n.
pefyinep'ang	à quel point complexe?	inter.
fyinep'angpe	à quel point complexe?	inter.
sngä'itseng	départ | point de départ | début (au sens géographique)	n.
srungsiyu	assistant (désigne une personne qui aide)	n.
srungtsyìp	truc | conseil | indice	n.
spulmokri	téléphone | interphone | radio	n.
syeprel	appareil photo | caméra	n.
swoa	brevage enivrant | grisant (spiritueux)	n.
rou	être saoul | bourré | beurré comme une tartine | rond comme une queue d'pelle	vin.
pamrelvi	lettre	n.
snapamrelvi	alphabet	n.
tìtxen si	se réveiller | s'éveiller	vin.
fnetxum	allergène	n.
zet	traiter | avoir une attitude envers	vtr.
ha'	convenir | aller | compléter	vin.
syon	aspect | point | caractéristique | attribut | point | aspect | facette | propriété	n.
ran	constitution | essence | nature | personnalité	n.
fyole	sublime	adj.
loran	élégance | grâce	n.
fe'ran	imperfection	n.
reyfya	culture | manière de vivre	n.
fe'ranvi	défaut	n.
nìran	fondamentalement | basiquement	adv.
mo	place	n.
snomo	espace privé | [également]: pièce	n.
wum	approximativement | à peu près	adv.
kesran	médiocre	adj.
nìksran	médiocrement	adv.
yewla	déception (utilisée dans le registre sentimental)	n.
leyewla	décevant	adj.
nìyewla	avec déception | d'une maniére décevante	adv.
yawnyewla	état d'avoir le coeur brisé | d'être désespéré, détruit	n.
ve'o	ordre | organisation	n.
vezo	être organisé | être ordonné	vin.
vezeyko	organiser | ordonner | ([causatif de] vezo)	vtr.
vefya	système | procédure | procédé | approche	n.
velke	cahotique | désordonné | désorganisé	adj.
venga'	organisé | ordonné	adj.
nìfnu	silencieusement | en silence	adv.
sätaron	chasse	n.
wäsul	concourir | participer à une compétition	vin.
tìwäsul	compétition	n.
säwäsul	compétition	n.
säwäsultsyìp	concours	n.
tìmwiä	équité | justice	n.
snew	serrer | reserrer	vtr.
txantxew	maximum	n.
snewsye	sinistre | étrange | bizarre	adj.
hìmtxew	minimum	n.
txantxewvay	d'une manière maximale	adv.
hìmtxewvay	minimalement	adv.
hefi	sentir (odorat)	vtr.
ewku	goûter (à)	vtr.
zìm	sentir | toucher	vtr.
yune	écouter	vtr.
syam	sentir (l'odeur)	vtr.
'ur	vue | apparence	n.
sur	goût | saveur	n.
zir	touche | texture	n.
tse'atswo	sens de la vue	n.
stawmtswo	sens de l'ouïe	n.
hefitswo	sens de l'odorat	n.
ewktswo	sens du goût	n.
zìmtswo	sens du toucher	n.
fkan	sembler | apparaître aux sens comme	vin.
onlor	[ayant une bonne odeur]	adj.
onvä'	puant	adj.
we'ay	sur | aigre | (goût et senteur)	adj.
wip	salé | (goût et senteur)	adj.
fwang	savoureux  | [umami] | riche | (senteur et goût)	adj.
nget	([senteur de bois et de feuilles en décomposition])	adj.
kxänäng	pourissant | putride | ([senteur d'un animal ou de chair en décomposition])	adj.
sosul	([odeur plaisante de l'eau, de la pluie et de la végétation humide environnants])	adj.
unyor	fleuri, boisé (en parlant d'une odeur) | (peut également référer à certaines épices utilisés dans la cuisine Na'vi)	adj.
atxar	([odeur d'animaux vivants que l'on peut trouver autour d'un trou d'eau ou d'un nid])	adj.
inanfya	sens (moyen de perception)	n.
uvan letokx	jeu physique ou athlétique | sport	n.
ftärpa	côté gauche	n.
skiempa	côté droit	n.
rengop	concevoir (pour les détails plus fins)	vtr.
tìrengop	[action ou art de concevoir]	n.
särengop	design	n.
ingyen	sentiment de mystère, d'incompréhension	n.
sngumtsim	chose inquétiante | source d'inquiétude	n.
yayayrtsim	quelque chose de flou | source de confusion	n.
ingyentsim	mystère | puzzle | énigme	n.
ingyentsyìp	truc | méthodologie spéciale | méthodologie rusée	n.
ningyen	mystérieusement	adv.
ingyenga'	mystérieux | énigmatique	adj.
sngunga'	inquiétant | troublant	adj.
yayayrnga'	déroutant | flou | apportant de la confusion	adj.
yrr	sauvage | naturel | [quelque chose dans son état d'origine, pas modifié ni altéré]	adj.
nìyrr	naturellement | sans changer la nature de qqch	adv.
zäfi	modifié | altéré | plus dans un état naturel	adj.
syor	relaxer | se détendre	vin.
tìsyor	détente | relaxation	n.
tìfnunga'	silencieux	adj.
späpeng	se restorer (métaphoriquement)	vin.
'anla	désirer ardemment	vtr.
sä'anla	aspiration (dans le sens 'il à comme aspiration de devenir le prochain Olo'eyktan')	n.
lie	expérience	n.
tsìlpey	espoir (idée abstraite)	n.
säsìlpey	espoir (circonstance particulière)	n.
kelsar	inutile | en vain	adj.
yì	niveau | étape | étage	n.
snayì	escalier | séries de niveaux ascendants	n.
kxaylyì	niveau avancé | ([pour une langue ou toute aptitude])	n.
kxamyì	niveau intermédiaire | ([pour une langue ou toute aptitude])	n.
tìmyì	niveau de base | (pour une langue ou toute aptitude)	n.
flrr	délicat | doux | tendre	adj.
nìflrr	doucement | tendrement | délicatement	adv.
tìflrr	tendresse | délicatesse | douceur	n.
ngä'än	souffrir ([mentalement ou émotionellement]) | être misérable	vin.
kelkin	non-nécessaire | superflu	adj.
nìkelkin	[non-nécessairement]	adv.
sängä'än	déprime, dépression	n.
'eylanay	connaissance ([qui pourrait devenir un ami])	n.
eyktanay	adjoint | général | (un rang en-dessous du chef)	n.
tsulfätunay	(quelqu'un qui est à une étape de devenir un maître/expert)	n.
karyunay	apprenti enseignant/professeur | ([quelqu'un qui est à une étape de devenir enseignant])	n.
tsan'ul	(s')améliorer	vin.
fe'ul	empirer | se détériorer	vin.
tìtsan'ul	amélioration (sens général ou abstrait)	n.
tìfe'ul	aggravation (sens général ou abstrait)	n.
sätsan'ul	amélioration (circonstance spécifique)	n.
säfe'ul	aggravation	n.
frafya	dans toutes les façons	adv.
postì	post/message/billet d'un forum ou d'un blogue	n.
ketsran	peu importe | (n'importe) quoi/quand/où (que ce soit)	adj., conj.
kangay si	confirmer | valider	vin.
txurtel	corde	n.
ropx	trou ([qui traverse un objet])	n.
tsongropx	trou | cavité	n.
tsrul	nid | [zone protégée servant comme maison pour la faune de Pandora]	n.
yayotsrul	nid d'oiseau	n.
lini	petit ([pour un animal, un insecte, un poisson ou un oiseau])	n.
tarnioang	animal prédateur	n.
rong	tunnel	n.
swek	poteau | [longue tige placée à l'horizontal]	n.
mektseng	trou | ouverture	n.
tsenga	où | une place où	conj.
fta	nœud	n.
fta si	nouer | faire un nœud	vin.
fwi	glisser	vin.
oìsss si	siffler | feuler	vin.
il	courber	vin.
kxakx	briser | casser en deux	vin.
ftumfa	en dehors de | hors de	adp.
sä'eoio	cérémonie | rituel | rite	n.
sä'eoio si	participer à une cérémonie | accomplir un rituel	vin.
kur	pendre (de) | être accroché (à)	vin.
nìtkan	exprès | délibérément	adv.
nìtkanluke	accidentellement | involontairement	adv.
nui	échouer | défaillir | [ne pas obtenir le résultat désiré ou attendu] | rater | faire quelque chose de mal | [utilisé pour blâmer]	vin.
nìnu	infructueusement | en vain	adv.
tìnui	échec (concept abstrait)	n.
sänui	échec (circonstance particulière d'échec)	n.
fngä'	se soulager | [sur Terre]: aller au petit coin, à la (aux) toilette(s), au WC.	vin.
zun	si ([conditionnel])	conj.
zel	donc ([dans une phrase au conditionel avec] zun)	adv.
'ekxinumpe	serré à quel point? relâché à quel point?	inter.
okup	lait	n.
loi	œuf	n.
tsyeym	trésor | chose rare ayant une grand valeur	n.
wokau	sorte de tambour	n.
srä	linge ([pièce de linge tissé sur un outil])	n.
srok	perle (objet décoratif)	n.
pxayopin	coloré | multicolore	adj.
tsyoklìt	chocolat	n.
paynäpll	ananas	n.
pamrelsiyu	écrivain | auteur	n.
rel arusikx	film | vidéo	n.
lì'upuk	dictionnaire	n.
nìkemweypey	impatiemment	adv.
kelemweypey	impatient	adj.
'on	forme	n.
salewfya	direction	n.
koum	courbe	adj.
ko'on	anneau | ovale | forme fermée (à peu près circulaire)	n.
yo'ko	cercle | [un anneau parfaitement circulaire]	n.
renulke	irrégulier | imprévisible	adj.
vawt	solide	adj.
momek	pas solide	adj.
yeyfya	ligne droite	n.
yak	branche | point de divergence	n.
yak si	diverger | changer de direction	vin.
nìyeyfya	en ligne droite	adv.
nìftär	à gauche	adv.
nìskien	à droite	adv.
'oratsyìp	étang | mare	n.
nìyawr	correctement	adv.
tìsteftxaw	examination | vérification	n.
yoa	en échange de	adp.
txolar	dollar (monnaie)	n.
ewro	Euro (monnaie)	n.
lawnol	grande joie	n.
ley	avoir une valeur | valoir quelque chose | valoir la peine	vin.
säfmi	essai	n.
nìfkeytongay	en réalité | en fait	adv.
mowar	conseil	n.
mowar si	conseiller | donner un conseil	vin.
mowarsiyu	conseiller (quelqu'un qui conseille)	n.
kakpam	sourd	adj.
tìkakpam	surdité	n.
pxek	botter	vtr.
kolan	Je voulais dire... | Plutôt | ([utilisé pour se corriger])	intj.
hena	porter | emporter | apporter	vtr.
sähena	contenant | récipient	n.
paysena	contenant/récipient d'eau	n.
tutsena	civière	n.
tstalsena	gaine d'un couteau	n.
swizawsena	carquois | (souvent abbrégé pour [zawsena])	n.
tìkakrel	cécité ([aveugle])	n.
ngoa	boue	n.
mawfwa	après ([suivi de la subordonnée])	conj.
neni	sable	n.
fwep	poussière (sur la surface)	n.
fwopx	poussière (dans l'air)	n.
nìyey	directement | justement | droit au but	adv.
'al	gaspiller	vtr.
tì'al	gaspillage	n.
le'al	gaspilleur ([pas pour décrire une personne])	adj.
nì'al	d'une manière gaspilleuse	adv.
srey	version	n.
lupra	style	n.
fyolup	exquis | sublime en style	adj.
fe'lup	mauvais (goût)	adj.
snolup	style personnel | présence	n.
'ongop	dessiner | concevoir	vtr.
'ongopyu	concepteur	n.
uniltìrantokxolo'	clan d'avatars | groupe d'avatars | la communauté d'Avatar	n.
krrka	durant	adp.
tìreyn	train	n.
LosÄntsyelesì	Los Angeles	prop.n.
tson	obligation | devoir | tâche	n.
nìtson	obligatoirement	adv.
kxìm	commander | ordonner | assigner une tâche	vtr.
tsonta	à (utilisé avec [kxìm]) | forme abrégée de: [tsonit a]	conj.
tìkxìm	commandement | ordre	n.
tìkxìm si	être au-dessus de qqn dans une hiérarchie | être le supérieur de qqn	vin.
kxìmyu	commandant | supérieur | quelqu'un ayant une autorité sur une autre personne	n.
saylahe	et cetera | etc. | [abbréviation]: sl.	adv.
fpomron	santé mentale | bien être mental	n.
lefpomron	en bonne santé (mentale)	adj.
kelfpomron	en mauvaise santé (mentale)	adj.
fpomtokxnga'	bon pour la santé (physique)	adj.
kefpomtokxnga'	mauvais pour la santé (physique)	adj.
fpomronga'	bon pour la santé (mentale)	adj.
kefpomronga'	mauvais pour la santé (mentale)	adj.
srefpìl	présumer | supposer | ([vin. et transitif]) | ([s'il est intransitif, on utilise] tsnì)	vtr.
srefwa	avant	conj.
ken'aw	non seulement ([utilisé avec]: släkop)	adv.
släkop	mais également/aussi ([utilisé avec]: ken'aw)	adv.
sngum si	s'inquiéter	vin.
väpam	bruit ([son déplaisant]) | cri strident	n.
hawmpam	bruit ([son excessif, non-nécessaire, inapproprié, inattendu ou alarmant])	n.
lehawmpam	bruyant	adj.
nìhawmpam	bruyamment	adv.
miklor	[plaisant aux oreilles]	adj.
mikvä'	déplaisant aux oreilles	adj.
narlor	visuellement beau	adj.
narvä'	laid | déplaisant aux yeux	adj.
zawr	cri d'un animal	n.
tìnew	désir	n.
nopx	ranger | stocker | conserver	vtr.
tiam	compter	vtr.
ketsuktiam	infini | innombrable | ([pour les noms nombrables])	adj.
txewluke	infini | sans limites | ([pour les noms innombrables])	adj.
'umtsa	remède | médicament	n.
lang	examiner | explorer	vtr.
tìlang	exploration ([sens général])	n.
sälang	exploration | examination	n.
kxum	visqueux | gélatineux | épais	adj.
kxumpay	gel | liquide visqueux	n.
sängop	création ([de quelqu'un])	n.
tsyìl	gravir | escalader	vtr.
kxap	menace	n.
kxapnga'	menaçant | ([pour des personnes et des animaux: a kxap si])	adj.
nìkxap	d'une manière menaçante	adv.
tìftiatu	chercheur | [forme abrégée de:] tìftiatu kifkeyä	n.
tìftiatu kifkeyä	scientifique	n.
heyr	poitrine	n.
tseri	noter | remarquer	vtr.
kxap si	menacer	vin.
tìtseri	conscience | attention	n.
tìktseri	inconscience | manque d'attention	n.
yäkx	ne pas tenir compte | ne pas remarquer | snober	vtr.
tìyäkx	manque d'attention	n.
srunga'	utile | aidant | ([pour décrire une personne: a srung si])	adj.
säyäkx	[action de snober]	n.
ngip	espace | aire ouverte	n.
txepram	volcan	n.
txekxumpay	magma | lave	n.
wrrza'u	sortir | émerger	vin.
tskxevi	galet	n.
nìkx	gravier	n.
tìralpeng	traduction | interprétation	n.
unil si	rêver	vin.
uniltsa	rêver (de/que)	vtr.
mauti	fruit	n.
utu	canopée forestière	n.
utumauti	banane	n.
slayk	brosser | peigner | coiffer	vtr.
tìkelu	manque | insuffisance | pénurie	n.
tompakel	sécheresse	n.
syuvekel	famine	n.
zawprrte'	être plaisant/agréable ([utilisé avec] ne)	vin.
nawri	talentueux	adj.
tìnawri	talent	n.
susyang	fragile | délicat	adj.
reym	terre ferme | ([réfère particulièrement à la terre sèche et se distingue de l'étendue d'eau])	n.
kop	aussi | également | de plus | ([extension de l'information déjà donnée])	conj.
tuvom	le meilleur de tous | extrêmement bon	adj.
yengwal	regret | chagrin	n.
nip	rester pris | être pris	vin.
hän	filet | toile | [aussi:] Internet	n.
'rrko	rouler	vin.
tsngem	muscle	n.
tsawsngem	musclé	adj.
wìngay	prouver	vtr.
tìwìngay	preuve	n.
säwìngay	preuve ([circonstance particulière])	n.
tìng zekwä	sentir | toucher | toucher ([intentionellement])	vin.
weptseng	site internet/web	n.
wep	le Web ([c-à-d le world wide web])	n.
tseotu	artiste ([terme générique])	n.
tìkeftxo	tristesse | peine	n.
tìkeftxonga'	triste ([ne décrit pas une personne])	adj.
pamtseongopyu	compositeur ([de musique])	n.
lereyfya	culturel	adj.
huru	marmite	n.
sey	tasse | bol	n.
'e'in	nacelle | gourde	n.
'e'insey	gourde ([pour boire])	n.
sum	coquillage ([de l'océan])	n.
sumsey	récipient pour boire | ([fait de coquillage])	n.
swoasey	bol de kava | ([fabriqué à partir de gousses, utilisé pour boire des breuvages enivrants])	n.
swoasey ayll	bol de kava communautaire	n.
tsyey	collation | goûter	n.
tsyeytsyìp	petite bouchée	n.
nik	commode | utilisable sans faire beaucoup d'efforts	adj.
niktsyey	emballage alimentaire | ([les aliments sont emballés dans des feuilles et des vignes comestibles])	n.
merki	grille | ([pour les viandes fumées])	n.
ikut	gros pilon ([outil pour broyer]) | bâton pour broyer la viande	n.
sämunge	outil de transport | dispositif de transport | ([objet servant à porter ou transporter qqn/qqch])	n.
syusmung	plateau	n.
paysmung	porteur d'eau	n.
prrsmung	porteur de bébé	n.
nivi	hamac de repos | ([terme générique])	n.
swaynivi	hamac familial	n.
snonivi	hamac simple	n.
sänrr	lueur	n.
tsmi	nectar	n.
tsmisnrr	lanterne | ([fabriquée à l'aide d'une vessie ou du nectar])	n.
seyn	chaise | tabouret | banc | [un outil ou un dispositif pour s'asseoir]	n.
hoan	confort | aise	n.
lehoan	confortable	adj.
nìhoan	confortablement	adv.
kelhoan	inconfortable	adj.
fyan	[dispositif fabriqué pour garder qqch propre et loin du sol]	n.
fyanyo	table | ([fam.:] yo)	n.
yomyo	assiette	n.
yomyo lerìk	assiette feuillue | ([fam.]: rìk)	n.
fyanyì	étagère	n.
kurfyan	grand panier | casier suspendu	n.
snokfyan	casier de rangement personnel	n.
kurfyavi	crochet (pour accrocher ou suspendre qqch)	n.
seyto	abattre | [séparer ou préparer la carcasse d'un animal mort]	vtr.
säseyto	outil de boucherie	n.
yaney	canoë	n.
spulyaney	pagaie	n.
lal	vieux	adj.
txanlal	ancien | très vieux	adj.
tsankum	avantage | bénéfice | gain	n.
tsankumnga'	avantageux | bénéfique	adj.
fekumnga'	désavantageux	adj.
tìmungwrr	exception	n.
tìmungwrr si	faire/permettre une exception/dérogation	vin.
tarpongu	groupe de chasseurs	n.
nawfwe	(un discours) | fluide | fluent | courant	adj.
fekum	désavantage | inconvénient | revers de la médaille	n.
plltxeyu	locuteur	n.
pxawngip	environnement	n.
palulukantsyìp	chat	n.
zum	objet | chose | ([physique et tangible])	n.
hìpey	hésiter | s'arrêter pour penser durant un court moment | ([retarder une action])	vin.
tìhìpey	hésitation	n.
snäm	pourrir | se décomposer | se dégrader | ([objets et connaissances])	vin.
kllrikx	tremblement de terre | séisme	n.
sälatem	modification | changement	n.
tìlatem	changement (concept abstrait)	n.
txatx	bulle	n.
lehìpey	hésitant | incertain | en train d'hésiter	adj.
nìhìpey	avec hésitation	adv.
ronguway	hurler (cri d'un animal)	vin.
ronguwayyu	ce qui hurle	n.
ler	régulier | fluide | ([pour un mouvement])	adj.
nìler	doucement | sans interruption	adv.
lo'a	totem	n.
'ewrang	métier à tisser	n.
sa'ewrang	grand métier à tisser	n.
tiretu	chaman	n.
pasuk	baie | petit fruit	n.
vozampasukut	arbre aux mille baies	n.
paskalin	[terme affectueux] | lit.: baie sucrée	n.
fngä'tseng	toilettes | W.C. | cabinet d'aisance | ([sur Terre])	n.
mo a fngä'	toilettes | W.C. | cabinet d'aisance | ([sur Terre]) | ([espace clos])	n.
sa	relever un défi	vin.
tanleng	écorce d'arbre	n.
syokup	poids ([physique])	n.
kewan	âge ([d'une personne])	n.
tìnvi	tâche | commission | étape ([dans les instructions])	n.
tìnvi si	faire une tâche	vin.
txanwetseng	un lieu aimé ou significatif pour qqn | [heimat]	n.
penghrr	avertir | prévenir	vin.
säpenghrr	avertissement	n.
tì'ul	augmentation	n.
eyawrfya	bonne manière ([de faire qqch.]) | bonne voie	n.
stiwi	bêtise | dégât	n.
stiwi si	être vilain | faire une bêtise	vin.
stiwinga'	malicieux | coquin | espiègle	adj.
stiwisiyu	trouble-fête | personne qui s'amuse à faire des bêtises	n.
rawng	entrée	n.
syewe	gras ([dans la viande])	n.
syewenga'	gras ([en parlant d'un aliment])	adj.
laro si	nettoyer | enlever la poussière	vin.
slukx	corne [(d'un animal)]	n.
tsin	ongle | griffe	n.
ue'	vomir	vtr.
nantangtsyìp	chien ([animal terrien])	n.
hiup	cracher	vtr.
räptum	grossier | vulgaire | inacceptable socialement	adj.
txanlokxe	domaine clanique ou tribal | pays	n.
tsamsä'o	arme de guerre	n.
tìtxurnga'	puissant ([ne qualifie pas une personne])	adj.
leym	crier | interpeller | exclamer	vin.
nìzen	nécessairement	adv.
kenzen	pas nécessairement	adv.
pllhrr	avertir ([synonyme de penghrr])	vin.
säpllhrr	avertissement ([synonyme de säpenghrr])	n.
tspìng	austrapède | ([créature ressemblant à une autruche ou un émeu])	n.
mawup	tortapède | [créature aquatique à six nageoires]	n.
pawk	cor ([instrument à vent])	n.
tekre	crâne	n.
ionar	visière de chevaucheur de banshee	n.
mo'ara	lieu de rassemblement, de réunion ou de rencontre | [également le nom du parc thématique à Walt Disney World]	n.
tìsung	addition | post scriptum (dans le sens 'une chose en plus')	n.
tìng ontu	sentir (odorat)	vin.
tìng ftxì	goûter	vin.
satu'li	héritage | patrimoine	n.
tìkxuke	sécurité | sûreté	n.
emkä	traverser	vtr.
kxu si	faire mal | blesser | endommager	vin.
tswìk	sucer | aspirer	vtr.
tswìk kxenerit	fumer ([une cigarette ou toute autre chose])	vin.
taksyokx	frapper/taper des mains | applaudir	vin.
pamuvan	jeu de son | ([s'amuser avec les sons d'une langue])	n.
kemwiä	impropre | injuste | incorrect | injustifié | inacceptable	adj.
tìkemwiä	injustice	n.
leymkem	protester	vin.
tìleymkem	protestation ([concept abstrait])	n.
säleymkem	protestation | fait de protester	n.
leymfe'	se plaindre	vin.
tìleymfe'	plainte ([concept abstrait])	n.
säleymfe'	plainte	n.
tìleym	appel | cri du coeur	n.
tìtstunwinga'	gentil | aimable | ([comme tstunwi, mais s'applique aux choses])	adj.
tìflänga'	ayant du succès | réussi | réussissant	adj.
ekxan si	exclure | laisser/rester en dehors | bloquer l'accès à qqn	vin.
nìtsleng	faussement | de manière fausse	adv.
kawl	fort | diligemment	adv.
yawntutsyìp	chéri | petit être aimé	n.
weopx	vague (de l'eau)	n.
leweopx	comme une vague	adj.
tsìltsan	bien (concept abstrait) | bonté	n.
lerìn	en bois | (fait) de bois	adj.
letskxe	rocheux | (fait) de roche	adj.
pìsaw	maladroit | enclin à faire des accidents	adj.
tìpsaw	maladresse	n.
txintseng	base des opérations	n.
lanay'ka	frondeur | [Acediacutus xenoterribili]	n.
ilu	ilu | ([grande créature marine ressemblant à un pléiosaure)]	n.
sye'otxang	instrument à vent	n.
vurway	poème narratif | poème racontant une histoire	n.
txopu sleyku	effrayer | faire peur	vtr.
paytxew	rivage | bord de l'eau	n.
lì'ukìng	phrase | ([série de mots])	n.
lì'ukìngvi	locution | syntagme	n.
lì'kong	syllabe	n.
lì'uvi	affixe	n.
eolì'uvi	prefix.	n.
syonlì'u	adj.	n.
fyalì'u	adv.	n.
starlì'u	adp.	n.
tilì'u	conj.	n.
vonvä'	trouduc | imbécile | connard | ([mot très péjoratif et vulgaire])	n.
yo'kofya	cycle	n.
tì'iluke	sans fin | interminable | qui ne finira jamais	adj.
txanso'hayu	fan | partisan | amateur | passionné | [voir so'yu]	n.
'oktrr	jour de commémoration	n.
so'yu	fan | passionné | partisan | amateur | [forme familière de] txanso'hayu	n.
zìsìtsaltrr	anniversaire (annuel) | [voir.:] zìtsaltrr	n.
zìtsaltrr	anniversaire (annuel) | [forme familière de] zìsìtsaltrr	n.
tsukx	poignarder | percer avec un couteau ou tout autre outil	vtr.
ripx	percer | perforer	vtr.
sävll	signe | signalisation | indication | signal	n.
tstxolì'ukìngvi	groupe nominal | ([groupe syntaxique dont le noyau est un nom])	n.
kxì	salut | hé | ([une salutation plus informelle que] kaltxì)	intj.
aho	prier	vin.
tìaho	prière (en général, idée abstraite)	n.
saho	prière	n.
syawn	bénédiction	n.
tìng syawn	bénir	vin.
parul	miracle	n.
parulnga'	miraculeux | miraculé	adj.
parultsyìp	[terme affectif pour les enfants]	n.
keltrrtrr	inhabitual | inusuel | insolite	adj.
txankeltrrtrr	extraordinaire	adj.
nìtxankeltrrtrr	extraordinairement	adv.
