word	unique letters	total letters	score
ketsuktiam	8	10	0.800000
txewluke	7	8	0.875000
'umtsa	6	6	1.000000
lang	4	4	1.000000
tìlang	6	6	1.000000
sälang	6	6	1.000000
kxum	4	4	1.000000
kxumpay	7	7	1.000000
sängop	6	6	1.000000
tsyìl	5	5	1.000000
kxap	4	4	1.000000
kxapnga'	7	8	0.875000
nìkxap	6	6	1.000000
tìftiatu	6	8	0.750000
tìftiatu kifkeyä	10	15	0.666667
heyr	4	4	1.000000
tseri	5	5	1.000000
kxap si	6	6	1.000000
tìtseri	6	7	0.857143
tìktseri	7	8	0.875000
yäkx	4	4	1.000000
tìyäkx	6	6	1.000000
srunga'	7	7	1.000000
säyäkx	5	6	0.833333
ngip	4	4	1.000000
txepram	7	7	1.000000
txekxumpay	9	10	0.900000
wrrza'u	6	7	0.857143
tskxevi	7	7	1.000000
nìkx	4	4	1.000000
tìralpeng	9	9	1.000000
unil si	5	6	0.833333
uniltsa	7	7	1.000000
mauti	5	5	1.000000
utu	2	3	0.666667
utumauti	5	8	0.625000
slayk	5	5	1.000000
tìkelu	6	6	1.000000
tompakel	8	8	1.000000
syuvekel	7	8	0.875000
zawprrte'	8	9	0.888889
nawri	5	5	1.000000
tìnawri	7	7	1.000000
susyang	6	7	0.857143
reym	4	4	1.000000
kop	3	3	1.000000
tuvom	5	5	1.000000
yengwal	7	7	1.000000
nip	3	3	1.000000
hän	3	3	1.000000
'rrko	4	5	0.800000
tsngem	6	6	1.000000
tsawsngem	8	9	0.888889
wìngay	6	6	1.000000
tìwìngay	7	8	0.875000
säwìngay	8	8	1.000000
tìng zekwä	9	9	1.000000
weptseng	7	8	0.875000
wep	3	3	1.000000
tseotu	5	6	0.833333
tìkeftxo	7	8	0.875000
tìkeftxonga'	11	12	0.916667
pamtseongopyu	11	13	0.846154
lereyfya	6	8	0.750000
huru	3	4	0.750000
sey	3	3	1.000000
'e'in	4	5	0.800000
'e'insey	6	8	0.750000
sum	3	3	1.000000
sumsey	5	6	0.833333
swoasey	6	7	0.857143
swoasey ayll	7	11	0.636364
tsyey	4	5	0.800000
tsyeytsyìp	6	10	0.600000
nik	3	3	1.000000
niktsyey	7	8	0.875000
merki	5	5	1.000000
ikut	4	4	1.000000
sämunge	7	7	1.000000
syusmung	6	8	0.750000
paysmung	8	8	1.000000
prrsmung	7	8	0.875000
nivi	3	4	0.750000
swaynivi	7	8	0.875000
snonivi	5	7	0.714286
sänrr	4	5	0.800000
tsmi	4	4	1.000000
tsmisnrr	6	8	0.750000
seyn	4	4	1.000000
hoan	4	4	1.000000
lehoan	6	6	1.000000
nìhoan	5	6	0.833333
kelhoan	7	7	1.000000
fyan	4	4	1.000000
fyanyo	5	6	0.833333
yomyo	3	5	0.600000
yomyo lerìk	8	10	0.800000
fyanyì	5	6	0.833333
kurfyan	7	7	1.000000
snokfyan	7	8	0.875000
kurfyavi	8	8	1.000000
seyto	5	5	1.000000
säseyto	6	7	0.857143
yaney	4	5	0.800000
spulyaney	8	9	0.888889
lal	2	3	0.666667
txanlal	5	7	0.714286
tsankum	7	7	1.000000
tsankumnga'	9	11	0.818182
fekumnga'	9	9	1.000000
tìmungwrr	8	9	0.888889
tìmungwrr si	10	11	0.909091
tarpongu	8	8	1.000000
nawfwe	5	6	0.833333
fekum	5	5	1.000000
plltxeyu	7	8	0.875000
pxawngip	7	8	0.875000
palulukantsyìp	10	14	0.714286
zum	3	3	1.000000
hìpey	5	5	1.000000
tìhìpey	6	7	0.857143
snäm	4	4	1.000000
kllrikx	5	7	0.714286
sälatem	7	7	1.000000
tìlatem	6	7	0.857143
txatx	3	5	0.600000
lehìpey	6	7	0.857143
nìhìpey	6	7	0.857143
ronguway	8	8	1.000000
ronguwayyu	8	10	0.800000
ler	3	3	1.000000
nìler	5	5	1.000000
lo'a	4	4	1.000000
'ewrang	7	7	1.000000
sa'ewrang	8	9	0.888889
tiretu	5	6	0.833333
pasuk	5	5	1.000000
vozampasukut	10	12	0.833333
paskalin	7	8	0.875000
fngä'tseng	8	10	0.800000
mo a fngä'	8	8	1.000000
sa	2	2	1.000000
tanleng	6	7	0.857143
syokup	6	6	1.000000
kewan	5	5	1.000000
tìnvi	5	5	1.000000
tìnvi si	6	7	0.857143
txanwetseng	8	11	0.727273
penghrr	6	7	0.857143
säpenghrr	8	9	0.888889
tì'ul	5	5	1.000000
eyawrfya	6	8	0.750000
stiwi	4	5	0.800000
stiwi si	4	7	0.571429
stiwinga'	8	9	0.888889
stiwisiyu	6	9	0.666667
rawng	5	5	1.000000
syewe	4	5	0.800000
syewenga'	8	9	0.888889
laro si	6	6	1.000000
slukx	5	5	1.000000
tsin	4	4	1.000000
ue'	3	3	1.000000
nantangtsyìp	8	12	0.666667
hiup	4	4	1.000000
räptum	6	6	1.000000
txanlokxe	8	9	0.888889
tsamsä'o	7	8	0.875000
tìtxurnga'	9	10	0.900000
leym	4	4	1.000000
nìzen	4	5	0.800000
kenzen	4	6	0.666667
pllhrr	4	6	0.666667
säpllhrr	6	8	0.750000
tspìng	6	6	1.000000
mawup	5	5	1.000000
pawk	4	4	1.000000
tekre	4	5	0.800000
ionar	5	5	1.000000
mo'ara	5	6	0.833333
tìsung	6	6	1.000000
tìng ontu	6	8	0.750000
tìng ftxì	6	8	0.750000
satu'li	7	7	1.000000
tìkxuke	6	7	0.857143
emkä	4	4	1.000000
kxu si	5	5	1.000000
tswìk	5	5	1.000000
tswìk kxenerit	10	13	0.769231
taksyokx	7	8	0.875000
pamuvan	6	7	0.857143
kemwiä	6	6	1.000000
tìkemwiä	8	8	1.000000
leymkem	5	7	0.714286
tìleymkem	7	9	0.777778
säleymkem	7	9	0.777778
leymfe'	6	7	0.857143
tìleymfe'	8	9	0.888889
säleymfe'	8	9	0.888889
tìleym	6	6	1.000000
tìtstunwinga'	10	13	0.769231
tìflänga'	9	9	1.000000
ekxan si	7	7	1.000000
nìtsleng	7	8	0.875000
kawl	4	4	1.000000
yawntutsyìp	9	11	0.818182
weopx	5	5	1.000000
leweopx	6	7	0.857143
tsìltsan	6	8	0.750000
lerìn	5	5	1.000000
letskxe	6	7	0.857143
pìsaw	5	5	1.000000
tìpsaw	6	6	1.000000
txintseng	7	9	0.777778
lanay'ka	6	8	0.750000
ilu	3	3	1.000000
sye'otxang	10	10	1.000000
vurway	6	6	1.000000
txopu sleyku	10	11	0.909091
paytxew	7	7	1.000000
lì'ukìng	7	8	0.875000
lì'ukìngvi	9	10	0.900000
lì'kong	7	7	1.000000
lì'uvi	6	6	1.000000
eolì'uvi	8	8	1.000000
syonlì'u	8	8	1.000000
fyalì'u	7	7	1.000000
starlì'u	8	8	1.000000
tilì'u	6	6	1.000000
vonvä'	5	6	0.833333
yo'kofya	6	8	0.750000
tì'iluke	8	8	1.000000
txanso'hayu	10	11	0.909091
'oktrr	5	6	0.833333
so'yu	5	5	1.000000
zìsìtsaltrr	7	11	0.636364
zìtsaltrr	7	9	0.777778
tsukx	5	5	1.000000
ripx	4	4	1.000000
sävll	4	5	0.800000
tstxolì'ukìngvi	13	15	0.866667
kxì	3	3	1.000000
aho	3	3	1.000000
tìaho	5	5	1.000000
saho	4	4	1.000000
syawn	5	5	1.000000
tìng syawn	8	9	0.888889
parul	5	5	1.000000
parulnga'	8	9	0.888889
parultsyìp	9	10	0.900000
keltrrtrr	5	9	0.555556
txankeltrrtrr	8	13	0.615385
nìtxankeltrrtrr	9	15	0.600000
hafyon	6	6	1.000000
lafyon	6	6	1.000000
hafyonga'	8	9	0.888889
fkxara	5	6	0.833333
fkxaranga'	8	10	0.800000
afpawng	6	7	0.857143
afpawng si	8	9	0.888889
keyn	4	4	1.000000
palon	5	5	1.000000
rem	3	3	1.000000
tong	4	4	1.000000
reypaytun	8	9	0.888889
txeptun	6	7	0.857143
vultsyìp	8	8	1.000000
'opinvultsyìp	12	13	0.923077
pinvul	6	6	1.000000
srankehe	7	8	0.875000
tì'ongokx	8	9	0.888889
rìkxi	5	5	1.000000
nìrìkxi	6	7	0.857143
kawkxan	5	7	0.714286
fnelan	5	6	0.833333
fnele	4	5	0.800000
lefnelan	5	8	0.625000
lefnele	4	7	0.571429
fwìng	5	5	1.000000
fwìng si	7	7	1.000000
fyawìntxuyu	9	11	0.818182
han	3	3	1.000000
tìhan	5	5	1.000000
hipx	4	4	1.000000
tìhipx	6	6	1.000000
snotipx	7	7	1.000000
kämunge	7	7	1.000000
kawnomum	7	8	0.875000
le'awtu	7	7	1.000000
lie si	4	5	0.800000
liswa	5	5	1.000000
liswa si	5	7	0.714286
meuia si	6	7	0.857143
meyptu	6	6	1.000000
nafpawng	6	8	0.750000
nìt'iluke	9	9	1.000000
nongspe'	7	8	0.875000
tìsyortsyìp	7	11	0.636364
to tìtseri	7	9	0.777778
tswal	5	5	1.000000
letswal	6	7	0.857143
tswalnga'	8	9	0.888889
tswesya	6	7	0.857143
tswesya si	7	9	0.777778
txe'lankong	10	11	0.909091
txurtu	4	6	0.666667
tìtxantslusam	9	13	0.692308
pamrelvul	8	9	0.888889
relvul	5	6	0.833333
pamrelvul lerìn	10	14	0.714286
pensìl	6	6	1.000000
'opinsung	8	9	0.888889
uolì’uvi	7	8	0.875000
'on si	5	5	1.000000
kxange	6	6	1.000000
säkxange	8	8	1.000000
walew	4	5	0.800000
nìnew	4	5	0.800000
tawtxew	5	7	0.714286
frir	3	4	0.750000
lefrir	5	6	0.833333
nìfrir	5	6	0.833333
leyr	4	4	1.000000
leyr si	6	6	1.000000
lesar si	6	7	0.857143
leftxozä	8	8	1.000000
Kelnì	5	5	1.000000
Poston	5	6	0.833333
Nìyu Yorkì	8	9	0.888889
fpxamo	6	6	1.000000
tìfpxamo	8	8	1.000000
nìfpxamo	8	8	1.000000
tsyul	5	5	1.000000
tìtsyul	6	7	0.857143
nawang	4	6	0.666667
lamaytxa	6	8	0.750000
oare	4	4	1.000000
vospxì'aw	9	9	1.000000
vospxìmun	9	9	1.000000
vospxey	7	7	1.000000
vospxìtsìng	9	11	0.818182
vospxìmrr	8	9	0.888889
vospxìpuk	8	9	0.888889
vospxìkin	9	9	1.000000
vospxìvol	7	9	0.777778
vospxìvolaw	9	11	0.818182
vospxìvomun	9	11	0.818182
vospxìvopey	8	11	0.727273
vospxìvosìng	8	12	0.666667
zìskrrsom	7	9	0.777778
zìskrrwew	7	9	0.777778
paw	3	3	1.000000
tìpaw	5	5	1.000000
zìskrrmipaw	10	11	0.909091
tsawn	5	5	1.000000
zìskrrtsawn	9	11	0.818182
'asap	4	5	0.800000
'asap si	5	7	0.714286
fe'pey	5	6	0.833333
ketrìp	6	6	1.000000
txansngum	8	9	0.888889
txansngum si	9	11	0.818182
tskawr	6	6	1.000000
txavä'	6	6	1.000000
nìflä	5	5	1.000000
txantsawl	7	9	0.777778
txasunu	6	7	0.857143
zeykoyu	6	7	0.857143
tìranpam	7	8	0.875000
ftuopa	6	6	1.000000
fyeng	5	5	1.000000
kavan	4	5	0.800000
lepxìmrun	9	9	1.000000
kelpxìmrun	10	10	1.000000
zung	4	4	1.000000
fpivìl	6	6	1.000000
kom	3	3	1.000000
mam	2	3	0.666667
yomvey	5	6	0.833333
yomzeswa	8	8	1.000000
txap	4	4	1.000000
tìtxap	5	6	0.833333
semkä	5	5	1.000000
emkäfya	7	7	1.000000
fil	3	3	1.000000
sunkesun	5	8	0.625000
maitan	5	6	0.833333
maite	5	5	1.000000
loho	3	4	0.750000
tìloho	5	6	0.833333
nìloho	5	6	0.833333
Tsawkenay	8	9	0.888889
Tawsnrrtsyìp	10	12	0.833333
Snrrtsyìp	8	9	0.888889
kuru	3	4	0.750000
nìtxukx	6	7	0.857143
raw	3	3	1.000000
kantseng	7	8	0.875000
la'a	3	4	0.750000
pela'a	5	6	0.833333
la'ape	5	6	0.833333
pelìmsim	7	8	0.875000
lìmsimpe	7	8	0.875000
keynven	5	7	0.714286
ralke	5	5	1.000000
tìfkeytongay	10	12	0.833333
lefkeytongay	10	12	0.833333
säsrese'a	6	9	0.666667
