id	navi	ipa	infixes	partOfSpeech	localized	source
7868	ioi si	i.ˈo.i s·i	ioi s<0><1><2>i	vin.	adorn	http://naviteri.org/2011/08/new-vocabulary-clothing/ (03 Aug 2011)
7872	'aku	ˈʔ·a.k·u	'<0><1>ak<2>u	vtr.	remove, take away, take off	http://naviteri.org/2011/08/new-vocabulary-clothing/ (03 Aug 2011)
7876	le'aw	lɛ.ˈʔaw	NULL	adj.	only	Frommer (03. Aug 2011) http://naviteri.org/2011/08/new-vocabulary-clothing/
7888	mawkrra	maw.ˈkṛ.a	NULL	conj.	after (temporal)	Frommer (03. August 2011) http://naviteri.org/2011/08/new-vocabulary-clothing/
7892	akrrmaw	a.ˈkṛ.maw	NULL	conj.	after (temporal)	http://naviteri.org/2011/08/new-vocabulary-clothing/ (03 Aug 2011)
7896	Toitslan	ˈto.i.t͡slan	NULL	prop.n.	Germany	Frommer (15.08. 2011) http://forum.learnnavi.org/language-updates/confirmation-on-kurakx-eytukan-line-and-toitslan/
7900	Toitsye	ˈto.i.t͡sjɛ	NULL	adj.	German (language)	Frommer (28. September 2010) http://naviteri.org/2010/09/getting-to-know-you-part-2/
7908	lukpen	luk.ˈpɛn	NULL	adj.	without clothing, naked	Frommer (15. Aug 2011) http://naviteri.org/2011/08/new-vocabulary-clothing/comment-page-1/#comment-988
7912	fmawnta	ˈfmawn.ta	NULL	n.	that news	(31 Aug 2011) http://naviteri.org/2011/08/reported-speech-reported-questions/
7916	vin	v·in	v<0><1><2>in	vtr.	request, ask for	Frommer (31. Aug 2011) http://naviteri.org/2011/08/reported-speech-reported-questions/
7920	mìftxele	mɪ.ˈft'ɛ.lɛ	NULL	adv.	in this regard, related to this matter	Frommer (04. September 2011) http://naviteri.org/2011/09/%E2%80%9Cby-the-way-what-are-you-reading%E2%80%9D/
7924	zìma'uyu	zɪ.ˈma.ʔu.ju	NULL	n.	newcomer, someone who has just arrived on the scene	Frommer (04. September 2011) http://naviteri.org/2011/09/%E2%80%9Cby-the-way-what-are-you-reading%E2%80%9D/
7928	nìvingkap	nɪ.ˈviŋ.kap̚	NULL	adv.	by the way, incidentally	Frommer (04. September 2011) http://naviteri.org/2011/09/%E2%80%9Cby-the-way-what-are-you-reading%E2%80%9D/
7932	txankrr	t'aŋ.ˈkṛ	NULL	adv.	for a long time	Frommer (04. September 2011) http://naviteri.org/2011/09/%E2%80%9Cby-the-way-what-are-you-reading%E2%80%9D/
7936	vingkap	ˈv·iŋ.k·ap̚	v<0><1>ingk<2>ap	vtr.	occur to one, pop into one's mind	Frommer (04. September 2011) http://naviteri.org/2011/09/%E2%80%9Cby-the-way-what-are-you-reading%E2%80%9D/
7940	tìomum	tɪ.ˈo.mum	NULL	n.	knowledge	Frommer (04. September 2011) http://naviteri.org/2011/09/%E2%80%9Cby-the-way-what-are-you-reading%E2%80%9D/
7948	tinan	ˈti.nan	NULL	n.	reading	Frommer (04. September 2011) http://naviteri.org/2011/09/%E2%80%9Cby-the-way-what-are-you-reading%E2%80%9D/
7952	ninan	ˈni.nan	NULL	adv.	by reading	Frommer (04. September 2011) http://naviteri.org/2011/09/%E2%80%9Cby-the-way-what-are-you-reading%E2%80%9D/
7956	tsmìm	t͡smɪm	NULL	n.	track, trace (of animal or person)	Frommer (04. September 2011) http://naviteri.org/2011/09/%E2%80%9Cby-the-way-what-are-you-reading%E2%80%9D/
7960	inan	·i.ˈn·an	<0><1>in<2>an	vtr.	read (e.g. the forest), gain knowledge from sensory input	http://naviteri.org/2011/09/%E2%80%9Cby-the-way-what-are-you-reading%E2%80%9D/ (04 September 2011); http://naviteri.org/2012/10/mipa-vospxi-mipa-ayliu-new-words-for-the-new-month/ (02 Oct 2012)
7964	'ä'	ʔæʔ	NULL	intj.	oops!	http://naviteri.org/2011/09/%e2%80%9cby-the-way-what-are-you-reading%e2%80%9d/comment-page-1/#comment-1090 (5 September 2011)
7968	teynga	ˈtɛjŋ.a	NULL	n.	that answer	(31 Aug 2011) http://naviteri.org/2011/08/reported-speech-reported-questions/
7972	teyngla	ˈtɛjŋ.la	NULL	n.	that answer (agentive)	(31 Aug 2011) http://naviteri.org/2011/08/reported-speech-reported-questions/
7976	teyngta	ˈtɛjŋ.ta	NULL	n.	that answer (patientive)	(31 Aug 2011) http://naviteri.org/2011/08/reported-speech-reported-questions/
7984	fayluta	faj.ˈlu.ta	NULL	n.	these words	(31 Aug 2011) http://naviteri.org/2011/08/reported-speech-reported-questions/
7988	stxenu	ˈst'ɛ.nu	NULL	n.	offer	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
7992	tìtstew	tɪ.ˈt͡stɛw	NULL	n.	courage, bravery	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
7996	tìtstewnga'	tɪ.ˈt͡stɛw.ŋaʔ	NULL	adj.	courageous, brave	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8000	stxenutìng	ˈst'ɛ.nu.t·ɪŋ	stxenut<0><1><2>ìng	vtr.	offer	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8004	tsyär	t͡sj·æɾ	tsy<0><1><2>är	vtr.	reject	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8008	tìtsyär	tɪ.ˈt͡sjæɾ	NULL	n.	rejection	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8012	mll'an	m·ḷ.ˈʔ·an	m<0><1>ll'<2>an	vtr.	accept	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8016	tìmll'an	tɪ.mḷ.ˈʔan	NULL	n.	acceptance	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8020	kam	kam	NULL	adp.	ago	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8024	kay	kaj	NULL	adp.	from now (in the future)	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8028	'awnìm	ˈʔ·aw.nɪm	'<0><1><2>awnìm	vtr.	avoid	http://naviteri.org/2011/09/miscellaneous-vocabulary/ (24 September 2011)
8032	steng	stɛŋ	NULL	adj.	similar	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8036	nìsteng	nɪ.ˈstɛŋ	NULL	adv.	similarly	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8040	nim	nim	NULL	adj.	timid, shy	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8044	srätx	sɾ·æt'	sr<0><1><2>ätx	vtr.	annoy, bother	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8048	säsrätx	sæ.ˈsɾæt'	NULL	n.	annoyance	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8052	rì'ìr	ˈɾɪ.ʔɪɾ	NULL	n.	reflection	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8056	rì'ìr si	ˈɾɪʔ.ɪɾ s·i	rì'ìr s<0><1><2>i	vin.	reflect, imitate	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8060	tsìsyì	ˈt͡s·ɪ.sj·ɪ	ts<0><1>ìsy<2>ì	vin.	whisper	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8064	nìwok	nɪ.ˈwok̚	NULL	adv.	loudly	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8068	sätsìsyì	sæ.ˈt͡sɪ.sjɪ	NULL	n.	whisper	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8072	nìtsìsyì	nɪ.ˈt͡sɪ.sjɪ	NULL	adv.	by whispering, in a whisper	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8076	nìfwefwi	nɪ.ˈfwɛ.fwi	NULL	adv.	by whistling, in a whistling manner	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8080	lawr	lawɾ	NULL	n.	melody	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8084	tìng lawr	t·ɪŋ lawɾ	t<0><1><2>ìng lawr	vin.	sing wordlessly, give out a tune or melody	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8088	säomum	sæ.ˈo.mum	NULL	n.	(piece of) information	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8092	kosman	ko.ˈsman	NULL	adj.	wonderful, terrific, fantastic	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8096	nìksman	nɪk.ˈsman	NULL	adv.	wonderfully	Frommer (24.09. 2011) http://naviteri.org/2011/09/miscellaneous-vocabulary/
8108	letsim	lɛ.ˈt͡sim	NULL	adj.	original, unique, not derived from another source	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8112	lesngä'i	lɛ.ˈsŋæ.ʔi	NULL	adj.	original, existing at or from the start, first in a series	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8116	nìtsim	nɪ.ˈt͡sim	NULL	adv.	originally, in an original way, with originality	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8120	nìsngä'i	nɪ.ˈsŋæ.ʔi	NULL	adv.	originally, at first	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8124	ngong	ŋoŋ	NULL	adj.	lethargic, lacking sufficient energy, lazy	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8128	walak	ˈwa.lak̚	NULL	adj.	energetic, active	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8132	tìngong	tɪ.ˈŋoŋ	NULL	n.	lethargy, laziness	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8136	txi	t'i	NULL	n.	hurry, hurriedness, frenzy	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8140	letxi	lɛ.ˈt'i	NULL	adj.	hurried, frenzied	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8144	nìtxi	nɪ.ˈt'i	NULL	adv.	hurriedly, in a frenzied way	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8148	letxiluke	lɛ.ˈt'i.lu.kɛ	NULL	adj.	unhurried	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8152	nìtxiluke	nɪ.ˈt'i.lu.kɛ	NULL	adv.	unhurriedly, leisurely	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8156	kulat	ˈk·u.l·at̚	k<0><1>ul<2>at	vtr.	reveal, bring forth, uncover (literally and metaphorically)	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8160	txantompa	t'an.ˈtom.pa	NULL	n.	rainstorm, heavy rain	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8164	meyam	m·ɛ.ˈj·am	m<0><1>ey<2>am	vtr.	hug, embrace, hold in one's arms	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8168	sämyam	sæm.ˈjam	NULL	n.	hug, embrace	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8172	fìtsap	fɪ.ˈt͡sap̚	NULL	adv.	each other	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8176	nuä+	ˈnu.æ	NULL	adp.	beyond	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8180	kanfpìl	ˈk·an.fp·ɪl	k<0><1>anfp<2>ìl	vin.	concentrate, focus one's attention	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8184	fmokx	fmok'	NULL	n.	jealousy, envy	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8188	nìfmokx	nɪ.ˈfmok'	NULL	adv.	jealously, enviously	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8192	kìmar	kɪ.ˈmaɾ	NULL	adj.	in season (of foods, vegetable or animal)	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8196	nìkmar	nɪk.ˈmaɾ	NULL	adv.	in the right season, opportunely	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8200	nìngong	nɪ.ˈŋoŋ	NULL	adv.	lethargically, lazily	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8204	säpom	sæ.ˈpom	NULL	n.	kiss	Frommer (30.10.2011) http://naviteri.org/2011/10/more-vocabulary-a-bit-of-grammar/
8212	kxukx	k'·uk'	kx<0><1><2>ukx	vtr.	swallow	Frommer (30.11.2011) http://naviteri.org/2011/11/%E2%80%99a%E2%80%99awa-ayli%E2%80%99u-amip-ni%E2%80%99aw-%E2%80%94-a-few-new-words-only/
8216	txewm	t'ɛwm	NULL	adj.	scary, frightening	Frommer (30.11.2011) http://naviteri.org/2011/11/%E2%80%99a%E2%80%99awa-ayli%E2%80%99u-amip-ni%E2%80%99aw-%E2%80%94-a-few-new-words-only/
8220	hìmpxì	hɪm.ˈp'ɪ	NULL	n.	minority, least, small part	Frommer (30.11.2011) http://naviteri.org/2011/11/%E2%80%99a%E2%80%99awa-ayli%E2%80%99u-amip-ni%E2%80%99aw-%E2%80%94-a-few-new-words-only/
8224	kawnglan	ˈkawŋ.lan	NULL	adj.	malicious, bad hearted	Frommer (30.11.2011) http://naviteri.org/2011/11/%E2%80%99a%E2%80%99awa-ayli%E2%80%99u-amip-ni%E2%80%99aw-%E2%80%94-a-few-new-words-only/
8228	nutx	nut'	NULL	adj.	thick	Frommer (30.11.2011) http://naviteri.org/2011/11/%E2%80%99a%E2%80%99awa-ayli%E2%80%99u-amip-ni%E2%80%99aw-%E2%80%94-a-few-new-words-only/
8232	flì	flɪ	NULL	adj.	thin	Frommer (30.11.2011) http://naviteri.org/2011/11/%E2%80%99a%E2%80%99awa-ayli%E2%80%99u-amip-ni%E2%80%99aw-%E2%80%94-a-few-new-words-only/
8236	flìnutx	flɪ.ˈnut'	NULL	n.	thickness	Frommer (30.11.2011) http://naviteri.org/2011/11/%E2%80%99a%E2%80%99awa-ayli%E2%80%99u-amip-ni%E2%80%99aw-%E2%80%94-a-few-new-words-only/
8240	sneyä	ˈsnɛ.jæ	NULL	pn.	his own, her own, its own	Frommer (07. October 2010) http://forum.learnnavi.org/language-updates/sieyng-a-ftu-naring-1-updates-from-the-language-workshop/
8244	säsyep	sæ.ˈsjɛp̚	NULL	n.	trap	Frommer (22.12.2011) http://forum.learnnavi.org/language-updates/trap-sasyep/msg519285/#msg519285
8248	yora'tu	jo.ˈɾaʔ.tu	NULL	n.	winner	Frommer (31.12.2011) http://naviteri.org/2011/12/a-note-on-the-word-%E2%80%9Cyora%E2%80%99tu%E2%80%9D/
8252	snaytu	ˈsnaj.tu	NULL	n.	loser	Frommer (31.12.2011) http://naviteri.org/2011/12/a-note-on-the-word-%E2%80%9Cyora%E2%80%99tu%E2%80%9D/
8256	way a plltxe	waj a pḷ.ˈt'ɛ	NULL	ph.	spoken poem (as a melodic recital)	Frommer (30. December 2011) http://naviteri.org/2011/12/ulte-yora%E2%80%99tu-leiu-and-the-winner-is/
8260	way a rol	waj a ɾol	NULL	ph.	sung poem	Frommer (30. December 2011) http://naviteri.org/2011/12/ulte-yora%E2%80%99tu-leiu-and-the-winner-is/
8264	wayä aylì'u	ˈwaj.æ aj.ˈlɪ.ʔu	NULL	ph.	words of a poem or lyrics of a song	Frommer (30. December 2011) http://naviteri.org/2011/12/ulte-yora%E2%80%99tu-leiu-and-the-winner-is/
8268	ultxatu	ul.ˈt'a.tu	NULL	n.	meeting participant	Frommer (31.12.2011) http://naviteri.org/2011/12/a-note-on-the-word-%E2%80%9Cyora%E2%80%99tu%E2%80%9D/
8272	wo	w·o	w<0><1><2>o	vtr.	reach for	http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/ (09 Jan 2012)
8276	yawo	ja.ˈw·o	yaw<0><1><2>o	vin.	take off, launch	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8280	tsìk	t͡sɪk	NULL	adv.	suddenly, without warning	http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/ (09 Jan 2012)
8284	kllwo	kḷ.ˈw·o	kllw<0><1><2>o	vin.	alight, land (process of)	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8288	kllpä	kḷ.ˈp·æ	kllp<0><1><2>ä	vin.	land, reach the ground	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8292	sätswayon	sæ.ˈt͡swaj.on	NULL	n.	flight (an instance of flying)	http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/ (09 Jan 2012)
8296	rawn	ɾ·awn	r<0><1><2>awn	vtr.	replace, substitute	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8300	tìrawn	tɪ.ˈɾawn	NULL	n.	replacement, the act of replacing	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8304	särawn	sæ.ˈɾawn	NULL	n.	replacement, substitute, something that replaces something else	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8308	kxeltek	ˈk'·ɛl.t·ɛk	kx<0><1>elt<2>ek	vtr.	pick up, lift	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8312	fngo'	fŋ·oʔ	fng<0><1><2>o'	vtr.	require, demand	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8316	säfngo'	sæ.ˈfŋoʔ	NULL	n.	requirement, demand	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8320	ngam	ŋam	NULL	n.	echo	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8324	slär	slæɾ	NULL	n.	cave	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8328	ngampam	ˈŋam.pam	NULL	n.	rhyme	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8332	ngampam si	ˈŋam.pam s·i	ngampam s<0><1><2>i	vin.	rhyme	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8336	faoi	ˈfa.o.i	NULL	adj.	smooth	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8340	ekxtxu	ɛk'.ˈt'u	NULL	adj.	rough	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8344	yo'	j·oʔ̚	y<0><1><2>o'	vin.	be perfect, flawless	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8348	nìyo'	nɪ.ˈjoʔ̚	NULL	adv.	perfectly, flawlessly	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8352	nìyol	nɪ.ˈjol	NULL	adv.	briefly, shortly (of time)	http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/ (09 Jan 2012)
8356	tìyo'	tɪ.ˈjoʔ̚	NULL	n.	perfection	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8360	'ipu	ˈʔi.pu	NULL	adj.	humorous, funny, amusing	http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/ (09 Jan 2012)
8364	tì'ipu	tɪ.ˈʔi.pu	NULL	n.	humor	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8368	tìfmi	tɪ.ˈfmi	NULL	n.	attempt	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8372	sä'ipu	sæ.ˈʔi.pu	NULL	n.	something humorous	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8376	hangvur	ˈhaŋ.vuɾ	NULL	n.	joke, funny story	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8380	lì'uvan	ˈlɪ.ʔu.van	NULL	n.	pun, wordplay	Frommer (09. January 2012) http://naviteri.org/2012/01/mipa-zisit-ayliu-amip-new-words-for-the-new-year/
8392	kanom	ˈk·a.n·om	k<0><1>an<2>om	vtr.	acquire, get	http://naviteri.org/2012/01/more-additions-to-the-lexicon/ (22 Jan 2012)
8396	säkanom	sæ.ˈka.nom	NULL	n.	something acquired, an acquisition, a possession	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8400	srìn	sɾ·ɪn	sr<0><1><2>ìn	vtr.	transfer from one to another (rarely used without prefix)	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8404	käsrìn	kæ.ˈsɾ·ɪn	käsr<0><1><2>ìn	vtr.	lend	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8408	zasrìn	za.ˈsɾ·ɪn	zasr<0><1><2>ìn	vtr.	borrow	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8412	säsrìn	sæ.ˈsɾɪn	NULL	n.	lent or borrowed thing	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8416	pxìmun'i	p'ɪ.m·un.ʔˈ·i	pxìm<0><1>un'<2>i	vtr.	divide, cut into parts	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8420	lätxayn	l·æ.ˈt'·ajn	l<0><1>ätx<2>ayn	vtr.	defeat in battle, conquer	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8424	sälätxayn	sæ.læ.ˈt'ajn	NULL	n.	defeat, an instance of defeat	http://naviteri.org/2012/01/more-additions-to-the-lexicon/ (22 Jan 2012)
8428	yll	jḷ	NULL	adj.	communal	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8432	nìyll	nɪ.ˈjḷ	NULL	adv.	communally, in a communal manner	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8436	hona	ˈho.na	NULL	adj.	endearing, adorable, cute	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8440	tìhona	tɪ.ˈho.na	NULL	n.	cuteness, adorableness	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8444	fäkä	fæ.ˈk·æ	fäk<0><1><2>ä	vin.	go up, ascend	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8448	fäza'u	fæ.ˈz·a.ʔ·u	fäz<0><1>a'<2>u	vin.	come up, ascend	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8452	kllza'u	kḷ.ˈz·a.ʔ·u	kllz<0><1>a'<2>u	vin.	come down, descend	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8456	sämok	sæ.ˈmok̚	NULL	n.	a suggestion	Frommer (29. Feb 2012) http://naviteri.org/2012/02/trr-asawnung-lefpom-happy-leap-day/
8460	mal	mal	NULL	adj.	trustworthy, trustinspiring	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8464	nìmal	nɪ.ˈmal	NULL	adv.	trustingly, without hesitation	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8468	tìmal	tɪ.ˈmal	NULL	n.	trustworthiness	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8472	kllyem	kḷ.ˈj·ɛm	klly<0><1><2>em	vtr.	bury	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8480	nìtsyìl	nɪ.ˈt͡sjɪl	NULL	adv.	by climbing	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8484	sätsyìl	sæ.ˈt͡sjɪl	NULL	n.	climbing event, a climb	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8488	rìn	ɾɪn	NULL	n.	wood	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8492	flawkx	flawk'	NULL	n.	leather	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8496	'ana	ˈʔa.na	NULL	n.	hanging vine	http://naviteri.org/2012/01/more-additions-to-the-lexicon/ (22 Jan 2012)
8500	tsngawpay	ˈt͡sŋaw.paj	NULL	n.	tears	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8504	tsngawpayvi	ˈt͡sŋaw.paj.vi	NULL	n.	teardrop	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8508	nìhona	nɪ.ˈho.na	NULL	adv.	endearingly, sweetly	Frommer (22. January 2012) http://naviteri.org/2012/01/more-additions-to-the-lexicon/
8512	lepay	lɛ.ˈpaj	NULL	adj.	watery	Frommer (5.5. 2011) http://naviteri.org/2011/05/weather-part-2-and-a-bit-more-2/
8516	'ul	ʔ·ul	'<0><1><2>ul	vin.	increase	http://naviteri.org/2012/02/trr-asawnung-lefpom-happy-leap-day/ (29 Feb 2012)
8520	nän	n·æn	n<0><1><2>än	vin.	decrease	Frommer (29. Feb 2012) http://naviteri.org/2012/02/trr-asawnung-lefpom-happy-leap-day/
8524	nìnän	nɪ.ˈnæn	NULL	adv.	less	Frommer (29. Feb 2012) http://naviteri.org/2012/02/trr-asawnung-lefpom-happy-leap-day/
8528	nì'ul'ul	nɪ.ˈʔul.ʔul	NULL	adv.	increasingly, more and more	Frommer (29. Feb 2012) http://naviteri.org/2012/02/trr-asawnung-lefpom-happy-leap-day/
8532	nìnänän	nɪ.ˈnæn.æn	NULL	adv.	decreasingly, less and less	Frommer (29. Feb 2012) http://naviteri.org/2012/02/trr-asawnung-lefpom-happy-leap-day/
8536	mek	mɛk̚	NULL	adj.	empty, or metaphorically: having no value	Frommer (29. Feb 2012) http://naviteri.org/2012/02/trr-asawnung-lefpom-happy-leap-day/
8540	leioae	lɛ.i.o.ˈa.ɛ	NULL	n.	respect	Frommer (29. Feb 2012) http://naviteri.org/2012/02/trr-asawnung-lefpom-happy-leap-day/
