"Frontside"	"Flipside"	"Category"
hangvur	nali, naljajutt, andekdoot	n.
lì'uvan	sõnamäng	n.
kanom	saama, omandama	vtr.
säkanom	omandatud asi, omand	n.
srìn	ühelt teisele üle andma (kasutatakse harva eesliideteta)	vtr.
käsrìn	laenuks andma, laenama	vtr.
zasrìn	laenuks võtma, laenama	vtr.
säsrìn	laenatud asi	n.
pxìmun'i	jagama, jaotama, tükkideks lõikama	vtr.
lätxayn	alistama (lagingus), vallutama	vtr.
sälätxayn	kaotus, kui ollakse alistatud	n.
yll	kogukondlik, ühine	adj.
nìyll	ühiselt	adv.
hona	armas, imetlusväärne	adj.
tìhona	imetlusväärsus	n.
fäkä	tõusma, üles minema	vin.
fäza'u	üles tulema, tõusma	vin.
kllza'u	alla tulema, laskuma	vin.
sämok	soovitus, ettepanek	n.
mal	usaldusväärne	adj.
nìmal	usaldavalt, kahtluseta	adv.
tìmal	usaldusväärsus	n.
kllyem	matma	vtr.
nìtsyìl	ronimise abil/kaudu	adv.
sätsyìl	ronimine	n.
rìn	puit	n.
flawkx	nahk (esemetel)	n.
'ana	rippuv marjapõõsas	n.
tsngawpay	pisarad	n.
tsngawpayvi	pisar	n.
nìhona	armsalt	adv.
lepay	vesine	adj.
'ul	suurendama	vin.
nän	vähendama	vin.
nìnän	vähem	adv.
nì'ul'ul	suurenevalt, üha rohkem ja rohkem	adv.
nìnänän	vähenevalt, üha vähem ja vähem	adv.
mek	tühi; metafooriliselt: väärtusetu	adj.
leioae	austus, respekt	n.
leioae si	austama	vin.
säwìntxu	näitus, näitamine	n.
tì'i'a	lõpp	n.
srer	ilmuma, tekkima, vaatevälja tulema	vin.
'ìp	kaduma, haihtuma, vaateväljast lahkuma	vin.
tsong	org	n.
tsongtsyìp	süvend, lohk	n.
ro'a	imetlusväärne olema, vägev olema	vin.
säro'a	saavutus, imetlusväärne tegu	n.
säro'a si	suuri tegusid tegema	vin.
txanro'a	kuulus olema	vin.
velek	alla andma, kaotusega nõustuma	vin.
spono	saar	n.
txew	äär, piir	n.
txewnga'	piire omama, lõplik olema	adj.
litx	terav	adj.
fwem	nüri	adj.
syura	energia (füüsiline või spirituaalne)	n.
syuratan	bioluminestsents, organismide võime toota soojuseta valgust	n.
txonkrr	öösel	adv.
yuey	ilus (sisemine ilu)	adj.
kxem	vertikaalne olema	vin.
txay	horisontaalne olema	vin.
nìkxem	vertikaalselt	adv.
nìtxay	horisontaalselt	adv.
klltxay	maas lebama	vin.
klltxeykay	maha asetama  (klltxay sihiline vorm)	vtr.
yo	pind, kate	n.
kxemyo	sein, vertikaalne pind	n.
fyep	käes hoidma, haardes hoidma	vtr.
nìk'ärìp	kindlalt (mitte laskma liikuda)	adv.
nìklonu	kindlalt, tugevalt (mitte lahti laskma)	adv.
nìktungzup	kindlalt, ettevaatlikult (mitte kukkuda laskma)	adv.
nìsyep	kindlalt, raudselt (nagu lõksus)	adv.
nìmeyp	nõrgalt, vabalt	adv.
säfyep	käepide, sang vms.	n.
slan	toetama, abistama (emotsionaalselt, sotsiaalselt)	vtr.
tìslan	tugi, abi (emotsionaalne, sotsiaalne) (inimeste kohta)	n.
tìeyktan	juhikoht, juhtimine	n.
'llngo	puus	n.
zare'	otsaesine, laup	n.
flawm	põsk	n.
prrku	süli, rüpp (või ka emakas)	n.
ngep	naba	n.
tawsyuratan	virmalised	n.
syeha	hingus, hingetõmme	n.
syeha si	hingama	vin.
sko	olev kääne (kellegina, millegina)	adp.
sna'o	grupp, kogumik, hulk, kogum (elutu kohta)	n.
snatxärem	luukere	n.
snafpìlfya	filosoofia	n.
snatanhì	tähtkuju	n.
sästarsìm	kogum, kogumik (teadlikult kokku pandud kellegi poolt)	n.
tsu'o	oskus, võime	n.
krra	ajal, kui	conj.
snatanhìtsyìp	tähekogu	n.
pìwopxtsyìp	udukogu	n.
tìterkup	surm (abstraktne) (surm on paratamatu)	n.
maweypeyyu	rahulolija	n.
ftxulì'u	kõnelema, kõne edasi andma	vin.
ftxulì'uyu	kõneleja	n.
säftxulì'u	kõne, jutlus	n.
tìftxulì'u	kõnelemine, avalik kõnelemine	n.
slantire	inspiratsioon	n.
slantire si	inspireerima	vin.
kum	tulemus, järeldus	n.
kuma	seeõttu, mistõttu; kasutatakse järelduse ees, nt. 'Lu poe sevin nìftxan kuma yawne slolu oer' (Ta oli nii ilus, mistõttu ma armusin.); vaata ka 'akum'	conj.
akum	seetõttu, mistõttu; kasutatakse järelduse ees, nt. 'Poe yawne slolu oer akum, nìftxan lu sevin' (Ta oli nii ilus, mistõttu ma armusin.); vaata ka 'kuma'	conj.
fyel	tugevasti sulgema, kinni panema, kinnitama	vtr.
zey	eriline, harudane	adj.
vll	näitama, osutama	vin., vtr.
eykyu	juht (ajutine, näiteks jahi ajal)	n.
am'ake	enesekindel	adj.
nam'ake	enesekindlalt	adv.
kezemplltxe	muidugi mõista, ilma ütlematagi (lühenenud lausest kezenepivlltxe)	adv.
tare	ühilduma, mõistma, seost omama	vtr.
nìsoaia	(koos) nagu perekond	adv.
nìolo'	(koos) nagu hõimu liikmed	adv.
sätare	suhe	n.
sloa	lai	adj.
snep	kitsas	adj.
slosnep	laius	n.
peslosnep	kui lai?, mis laius?	inter.
slosneppe	kui lai?	inter.
hoet	kaugeleulatuv, laiaulatuslik	adj.
nìhoet	laiaulatuslikult, kaugeleulatuvalt	adv.
so'ha	vaimustuses olema, erutatud olema, vaimustust näitama (alati sihiline)	vtr.
tìso'ha	vaimustus, hea tuju	n.
nìso'ha	vaimustatult	adv.
leso'ha	vaimustunud	adj.
tsawlultxa	suur kogunemine, koosolek	n.
zìsìtay	järgmine aasta	n.
tìtsunslu	võimalus	n.
numultxa	klass (koolis)	n.
numultxatu	klassikaaslane	n.
snanumultxa	tund (koolis), loeng	n.
tìflä	edu (üldine)	n.
säflä	edu (mingi sündmusega)	n.
mesrram	üleeile	n., adv.
mesrray	ülehomme	n., adv.
pxesrram	kolm päeva tagasi	n., adv.
pxesrray	kolme päeva pärast	n., adv.
mong	sõltuma, toetuma (abile)	vtr.
sru'	trampima, purustama	vtr.
'ekxin	tihke, tihe	adj.
um	lõtv	adj.
'ekxinum	tihedus, lõtvus	n.
pekxinum	kui tihe, lõtv?	inter.
zeswa	muru, rohi	n.
zeswavi	rohulible	n.
lezeswa	rohune	adj.
lopx	paanitsema	vin.
hifwo	põgenema, jalga laskma	vin.
yrrap	torm	n.
'rrpxom	kõu	n.
rawm	äike	n.
rawmpxom	äike ja müristamine	n.
se'ayl	üksik pikk juga või kosk, mis voolab kaljult või Hõljuvatelt Mägedelt (loendatav)	n.
kxor	Suured kosed, mis on väga tugeva vooluga (loendatav, kuid harva)	n.
syanan	väiksemad kosed, kus vesi langeb astmeliselt	n.
rurur	oja moodi kivide vahel voolav vesi (loendatav)	n.
tseltsul	kärestik (loendatav, kuid harva)	n.
tìmeyp	nõrkus	n.
am'aluke	ilma kahtluseta, kahtlemata	adv.
atanzaw	ahelvälk	n.
nìsìlpey	loodetavasti	adv.
talun	sellepärast et	adp.
nìTsyungwen	Zhongwen	adv.
reykol	muusikat mängima, laulma	vtr.
nrra	uhkus, uhke tunne	n.
lenrra	uhke	adj.
nìnrra	uhkelt, uhkusega	adv.
snonrra	eneseuhkus (negatiivne alatoon)	n.
lesnonrra	ennast täis	adj.
nrr	helendama, kumama	vin.
ylltxep	ühislõkkeplats	n.
txeptseng	koht, mis põleb, lõkkekoht	n.
ralnga'	mõttekas, tähendusrikas; midagi, millest õppida	adj.
munsna	paar	n.
fyin	lihtne	adj.
ep'ang	keeruline, keerukas	adj.
epxang	kivist purk mürgise ämbliku jaoks	n.
fyinep'ang	raskusaste	n.
pefyinep'ang	kui keeruline?	inter.
fyinep'angpe	kui keeruline?	inter.
sngä'itseng	alguspunkt, esialgne asukoht	n.
srungsiyu	abistaja, assistent	n.
srungtsyìp	abistav vihje	n.
spulmokri	telefon	n.
syeprel	kaamera	n.
swoa	vägijooks, narkootiline jook, mõnujook	n.
rou	purjus olema, purju jääma (Näiteks: Rou fa pxir.	vin.
pamrelvi	kirjatäht	n.
snapamrelvi	tähestik	n.
tìtxen si	üles ärkama, ärkama	vin.
fnetxum	allergeen, allergia tekitaja	n.
zet	kohtlema, hoiakut üles näitama	vtr.
ha'	sobituma, sobima kokku	vin.
syon	omadus, loomus, iseloomujoon	n.
ran	üldine olek või seisund looduses, olemus, inimeste puhul iseloom.	n.
fyole	ideaalne, imeline	adj.
loran	graatsilisus, elegantsus	n.
fe'ran	vigane, halb olek	n.
reyfya	kultuur, elamisviis	n.
fe'ranvi	rikutud, vigane olek	n.
nìran	põhimõtteliselt, tegelikult, oma olemuselt	adv.
mo	koht, piiratud ala, ruum	n.
snomo	personaalne ruum	n.
wum	umbes	adv.
kesran	nii ja naa, normaalne (pole jah, pole ei) /bf kesrankekehe	adj.
nìksran	keskmiselt, normaalselt	adv.
yewla	pettumus, läbi kukkunud ootus.	n.
leyewla	pettumust valmistav	adj.
nìyewla	pettunult, ootusi mitte täitvalt	adv.
yawnyewla	murtud süda	n.
ve'o	kord, organiseeritus	n.
vezo	korras olema, organiseeritud olema	vin.
vezeyko	korrastama, korda seadma, organiseerima	vtr.
vefya	süsteem, protsess, lähenemisviis	n.
velke	kaoseline, segane, korralage	adj.
venga'	organiseeritud	adj.
nìfnu	vaikselt	adv.
sätaron	jaht (nt. sinihirvejaht)	n.
wäsul	võistlema	vin.
tìwäsul	võistlemine	n.
säwäsul	võistlus	n.
säwäsultsyìp	mõõduvõtt, väiksem võistlus	n.
tìmwiä	õiglus, ausus	n.
snew	pigistama, pitsitama	vtr.
txantxew	maksimum	n.
snewsye	imelik, õudne, jube	adj.
hìmtxew	miinimum	n.
txantxewvay	maksimaalselt	adv.
hìmtxewvay	minimaalselt	adv.
hefi	tundma (lõhna, haisu)	vtr.
ewku	maitset tundma	vtr.
zìm	tundma, tunnetama (mitte sihilikult)	vtr.
yune	kuulama (sihilikult)	vtr.
syam	nuusutama	vtr.
'ur	vaade, välimus	n.
sur	maitse, maik	n.
zir	puudutus, tunne, tekstuur	n.
tse'atswo	nägemine (taju)	n.
stawmtswo	kuulmine (taju)	n.
hefitswo	haiistmine (taju)	n.
ewktswo	maitsmine (taju)	n.
zìmtswo	kompimine (taju)	n.
fkan	tunduma, välja paistma	vin.
onlor	lõhnav	adj.
onvä'	haisev	adj.
we'ay	hapu	adj.
wip	soolane	adj.
fwang	piprane	adj.
nget	mädaneva puidu ja lehtede hais	adj.
kxänäng	roiskuva looma või liha hais	adj.
sosul	voolava vee, vihma, niiskuse lõhn	adj.
unyor	meeldivalt aromaatne (lillelõhn või mõnede vürtside lõhn)	adj.
atxar	loomade lõhn, võib veekogu ümber leida.	adj.
inanfya	taju	n.
uvan letokx	sport, füüsiline harjutus/mäng	n.
ftärpa	vasak pool	n.
skiempa	parem pool	n.
rengop	kujundama, disainima	vtr.
tìrengop	kujundamine, disainimine	n.
särengop	kujundus, disain	n.
ingyen	arusaamatuse, mõistmatuse tunne	n.
sngumtsim	mureallikas, murettekitav asjaolu	n.
yayayrtsim	segaduseallikas	n.
ingyentsim	müsteerium, mõistatus, arusaamatus	n.
ingyentsyìp	trikk, nüanss	n.
ningyen	kummaliselt, arusaamatult, segadusseajavalt	adv.
ingyenga'	arusaamatu, segane, kummaline	adj.
sngunga'	muretsema ajav, murelikuks tegev	adj.
yayayrnga'	segadusrohke	adj.
yrr	loomuomane, looduslik (puutumata ja muutmata tavaolekus olev asi)	adj.
nìyrr	loomupäraselt	adv.
zäfi	segatud, muudetud, modifitseeritud, mitte oma loomuomases vormis	adj.
syor	rahunema	vin.
tìsyor	rahunemine	n.
tìfnunga'	vaikne	adj.
späpeng	end taastama, taastuma (metafooriline)	vin.
'anla	igatsema	vtr.
sä'anla	igatsus	n.
lie	kogemus	n.
tsìlpey	lootus (abstraktne idee)	n.
säsìlpey	lootus (kindla juhtumi puhul)	n.
kelsar	mõttetu, kasutu	adj.
yì	äär, tase, aste, tasand (saab kasutada metafooriliselt mõõdetavate asjade puhul: veetase, temperatuur, oskused, rõõmsameelsus, raskusastmed jne.)	n.
snayì	trepp, rida astmeid	n.
kxaylyì	kõrge tase	n.
kxamyì	kesmine tase	n.
tìmyì	madal tase	n.
flrr	õrn, hooliv (nii elus kui eluta puhul)	adj.
nìflrr	õrnalt, hoolivalt	adv.
tìflrr	õrnus, hoolivus	n.
ngä'än	vaimselt või emotsionaalselt kannatama, õnnetu olema	vin.
kelkin	ebavajalik, põhjuseta	adj.
nìkelkin	ilma vajaduseta	adv.
sängä'än	depressioon, kannatav olek	n.
'eylanay	tuttav (potentsiaalne sõber)	n.
eyktanay	asetäitja, üks aste juhist madalamal olija	n.
tsulfätunay	peaaegu meister	n.
karyunay	õpetajaks õppija	n.
tsan'ul	paranema	vin.
fe'ul	halvenema	vin.
tìtsan'ul	paranemine (abstraktne)	n.
tìfe'ul	halvenemine (abstraktne)	n.
sätsan'ul	paranemine (kindlal juhtumil)	n.
säfe'ul	halvenemine (kindlal juhtumil)	n.
frafya	igal võimalikul viisil, igat moodi	adv.
postì	postitus (foorumis, blogis)	n.
ketsran	tähtsusetu, vähetähtis, misiganes, vahet pole	adj.,  conj.
kangay si	kindlaks tegema, kinnitama, valideerima	vin.
txurtel	köis	n.
ropx	auk (täielikult läbistav)	n.
tsongropx	auk, avaus (olemasoleva põhjaga)	n.
tsrul	pesa; Pandora loomade kodu	n.
yayotsrul	linnupesa	n.
lini	noorloom, kala, lind, putukas	n.
tarnioang	kiskja	n.
rong	tunnel	n.
swek	pulk, post	n.
mektseng	avaus	n.
tsenga	koht kuhu	conj.
fta	sõlm	n.
fta si	sõlme tegema, sõlmima	vin.
fwi	(käest) libisema	vin.
oìsss si	sisisema	vin.
il	painduma	vin.
kxakx	pooleks murduma	vin.
ftumfa	st, seestütlev (millegi seest)	adp.
sä'eoio	rituaal, tseremoonia	n.
sä'eoio si	rituaali läbi viima, tseremooniast osa võtma	vin.
kur	rippuma	vin.
nìtkan	meelega, tahtlikult, sihilikult	adv.
nìtkanluke	kogemata, tahtmatult	adv.
nui	ebaõnnestuma, läbi kukkuma, feilima, mitte saavutama soovitud tulemust	vin.
nìnu	ebaõnnestuvalt, valesti (Näide Oeru txoa livu. 'olängeyng nìnu  Vabandust, valesti vastasin	adv.
tìnui	läbikukkumine, ebaõnnestumine (abstraktne)	n.
sänui	läbikukkumine, ebaõnnestumine (kindel olukord)	n.
fngä'	end kergitama; (Maal) WCd kasutama	vin.
zun	kui (vastupidise olukorra puhul, võrdle txo, Näide Zun zivup tompa, zel ke tsivun oe kivä.  Kui vihma sajaks, siis ma ei saaks minna)	conj.
zel	siis (vastupidise olukorra puhul, võrdle tsakrr, Näide Zun zivup tompa, zel ke tsivun oe kivä.  Kui vihma sajaks, siis ma ei saaks minna)	adv.
'ekxinumpe	kui tihe, lõtv?	inter.
okup	piim	n.
loi	muna	n.
tsyeym	aare; suure väärtusega või harvaesinev asi.	n.
wokau	pendeltrumm	n.
srä	riie	n.
srok	pärl, helmes (kaunistamiseks)	n.
pxayopin	kirju, mitmevärviline	adj.
tsyoklìt	šokolaad	n.
paynäpll	ananass	n.
pamrelsiyu	kirjanik	n.
rel arusikx	film, video	n.
lì'upuk	sõnastik, sõnaraamat	n.
lì'upuk	sõnastik, sõnaraamat	n.
nìkemweypey	kannatamatult, kärsitult	adv.
kelemweypey	kannatamatu, kärsitu	adj.
'on	kuju, vorm	n.
salewfya	suund, kurss	n.
koum	ümar, kurvikas	adj.
ko'on	ring, ovaal, ringilkujuline vorm	n.
yo'ko	ring	n.
renulke	ebakorrapärane, juhuslik	adj.
vawt	tahke, mitte õõnes	adj.
momek	õõnes, mitte tahke	adj.
yeyfya	sirge, sirge joon	n.
yak	hargnemispunkt, lahknemispunkt	n.
yak si	kõrvale kalduma, suunda muutma	vin.
nìyeyfya	otse, sirgelt	adv.
nìftär	vasakule	adv.
nìskien	paremale	adv.
'oratsyìp	tiik	n.
nìyawr	õigesti, korrektselt	adv.
tìsteftxaw	uurimine	n.
yoa	vahetuseks millegi eest (Oel tolìng ngaru tsnganit yoa fkxen. Ma andsin sulle juurvilju liha eest)	adp.
txolar	dollar	n.
ewro	euro	n.
lawnol	suur rõõm	n.
ley	väärtust omama, väärt olema	vin.
säfmi	proov, katsetus	n.
nìfkeytongay	tegelikult, ausalt öeldes	adv.
mowar	nõuanne, soovitus	n.
mowar si	nõu andma, soovitama	vin.
mowarsiyu	nõuandja	n.
kakpam	kurt	adj.
tìkakpam	kurtus	n.
pxek	lööma, laksama	vtr.
kolan	tähendab, õigupoolest (eelnevalt öeldu täpsustus/parandamine)	intj.
hena	kandma	vtr.
sähena	karp; asi, milles saab asju hoida	n.
paysena	anum vee hoidmiseks	n.
tutsena	kanderaam (ese, millega filmis Grace'i lohistati)	n.
tstalsena	noatupp	n.
swizawsena	nooletupp (Ikrani sadula küljes)	n.
tìkakrel	pimedus (mitte nägemine)	n.
ngoa	muda	n.
mawfwa	pärast	conj.
neni	liiv	n.
fwep	tolm (mingi pinna peal)	n.
fwopx	tolm (õhus lendlev)	n.
nìyey	otse, sirgelt, otsekoheselt	adv.
'al	raiskama, kulutama	vtr.
tì'al	raiskamine	n.
le'al	raiskav (mitte inimeste kohta)	adj.
nì'al	raiskavalt	adv.
srey	variant, versioon	n.
lupra	stiil	n.
fyolup	ülimalt stiilne, peen	adj.
fe'lup	kõhetu, vähese stiiliga	adj.
snolup	kohalolu, väljanägemine, isiklik stiil	n.
'ongop	disain, kujundus	vtr.
'ongopyu	disainer, kujundaja	n.
uniltìrantokxolo'	klann, avataride grupp	n.
krrka	sellal, ajal kui	adp.
tìreyn	rong	n.
LosÄntsyelesì	Los Angeles	pn.
tson	kohustus, nõutav tegu	n.
nìtson	kohusetundlikult	adv.
kxìm	käskima, määrama	vtr.
tsonta	kohustust, mida (koos sõnaga kxìm)	conj.
tìkxìm	käskimine, määramine	n.
tìkxìm si	hierarhias kõrgemal asuma, ülemus olema	vin.
kxìmyu	väejuht, teise/teiste üle võimu omav isik	n.
saylahe	ja teised, et cetera	adv.
fpomron	tervis, heaolu (vaimne; inimeste kohta)	n.
lefpomron	terve (vaimselt; inimeste kohta)	adj.
kelfpomron	ebatervislik (vaimselt; inimeste kohta)	adj.
fpomtokxnga'	tervislik(füüsiliselt; mitte inimeste kohta)	adj.
kefpomtokxnga'	ebatervislik, (füüsiliselt; mitte inimeste kohta)	adj.
fpomronga'	tervislik (vaimselt; mitte inimeste kohta)	adj.
kefpomronga'	ebatervislik (vaimselt; mitte inimeste kohta)	adj.
srefpìl	eeldama	vtr.
srefwa	enne seda, kui	conj.
ken'aw	mitte ainult	adv.
släkop	aga ka	adv.
sngum si	muretsema	vin.
väpam	kole või ebameeldiv heli, kriiksumine	n.
hawmpam	müra; heli, mis on liigne, ebavajalik, mõttetu	n.
lehawmpam	lärmakas	adj.
nìhawmpam	lärmakalt	adv.
miklor	hästikõlav, ilusalt kõlav	adj.
mikvä'	halvasti kõlav, koledalt kõlav	adj.
narlor	visuaalselt ilus, kena	adj.
narvä'	kole, silmale halb vaadata	adj.
zawr	loomah äälitus	n.
tìnew	iha, ihalus	n.
nopx	ära panema, hoiule panema	vtr.
tiam	loendama	vtr.
ketsuktiam	loendamatu, lõpmatu	adj.
txewluke	lõputu, piiritu	adj.
'umtsa	ravim, rohi	n.
lang	uurima, tundma õppima	vtr.
tìlang	uurimine	n.
sälang	uurimus	n.
kxum	viskoosne, limane, paks	adj.
kxumpay	lima, geel, viskoosne vedelik	n.
sängop	looming, teos	n.
tsyìl	ronima (kogu keha üles tõmbama)	vtr.
kxap	oht	n.
kxapnga'	ohtlik, ähvardav (mitte inimeste kohta)	adj.
nìkxap	ohtlikult, ähvardavalt	adv.
tìftiatu	uurija	n.
tìftiatu kifkeyä	teadlane	n.
heyr	rind	n.
tseri	märkama, tähele panema	vtr.
kxap si	ohustama, ähvardama	vin.
tìtseri	tähelepanu, märkamine	n.
tìktseri	tähelepanematus	n.
yäkx	ignoreerima, tähelepanu mitte omistama (negatiivne)	vtr.
tìyäkx	ingoreerimine (abstraktne)	n.
srunga'	abivalmis	adj.
säyäkx	ingoreerimine (juhtum)	n.
ngip	ruum, vaba või piirideta ala	n.
txepram	vulkaan	n.
txekxumpay	magma, laava	n.
wrrza'u	välja tulema	vin.
tskxevi	kivike, väike looduses siledaks lihvitud kivi	n.
nìkx	kruusakivi, looduses või tehislikult purustatud kivi tükk	n.
tìralpeng	tõlge, tõlgendus, interpretatsioon	n.
unil si	und nägema	vin.
uniltsa	unes nägema	vtr.
mauti	puuvili	n.
utu	ala metsas, mida täidavad puude lehed, lehistu	n.
utumauti	banaan	n.
slayk	kamm	vtr.
tìkelu	puudus	n.
tompakel	põud	n.
syuvekel	nälg	n.
zawprrte'	meelepärane olema, nauditav olema	vin.
nawri	andekas	adj.
tìnawri	anne, talent	n.
susyang	õrn, habras	adj.
reym	kuiv maa	n.
kop	ja ka	conj.
tuvom	parim, suurim	adj.
yengwal	kurbus	n.
nip	kinni jääma	vin.
hän	võrk	n.
'rrko	rulluma	vin.
tsngem	lihas	n.
tsawsngem	lihaseline	adj.
wìngay	tõestama	vtr.
tìwìngay	tõestus (abstraktne)	n.
säwìngay	tõend, tõestus (juhtum)	n.
tìng zekwä	puudutama, katsuma (tahtlikult)	vin.
weptseng	veebilehekülg, veebisait	n.
wep	internet, veeb (www.)	n.
tseotu	artist, kunsti looja (üldine mõiste)	n.
tìkeftxo	kurbus	n.
tìkeftxonga'	kurb	adj.
pamtseongopyu	helilooja, muusika looja	n.
lereyfya	kultuurile omane, kultuurne	adj.
huru	pott	n.
sey	anum vms ese mis on kohandatud minimaalselt looduses leiduvast	n.
'e'in	kaun	n.
'e'insey	joogikaun	n.
sum	teokarp	n.
sumsey	teokarbist tehtud joogianum	n.
swoasey	kava anum (seemnekaunadest tehtud anum vägijookide tarvitamiseks), käes hoitav	n.
swoasey ayll	suur kava anum	n.
tsyey	snäkk, oode, kerge eine	n.
tsyeytsyìp	hambatäis	n.
nik	mugav, lihtne	adj.
niktsyey	söödavavad toitu siduvad lehed vms	n.
merki	grill 	n.
ikut	suur uhmrinui; lihasegisti	n.
sämunge	transpordivahend (tööriist vms)	n.
syusmung	toidualus	n.
paysmung	veepaun	n.
prrsmung	beebi hoidja	n.
nivi	võrkkiik (magamiseks, üldine termin)	n.
swaynivi	perekonna võrkkiik	n.
snonivi	ühe inimese võrkkiik	n.
sänrr	helendus, helendamine; valgusallikas, lamp	n.
tsmi	nektar	n.
tsmisnrr	põis, latern	n.
seyn	tool, pink; istumiseks mõeldud ese	n.
hoan	mugavus	n.
lehoan	mugav	adj.
nìhoan	mugavalt	adv.
kelhoan	ebamugav	adj.
fyan	ese, millele saab asju panna, et nad maas ei oleks	n.
fyanyo	laud, alus	n.
yomyo	taldrik	n.
yomyo lerìk	lehttaldrik	n.
fyanyì	riiul	n.
kurfyan	korv, rippuv iste	n.
snokfyan	isiklike asjade korv	n.
kurfyavi	konks	n.
seyto	lihunik	vtr.
säseyto	lihuniku tööriist	n.
yaney	kanuu	n.
spulyaney	kanuu aer	n.
lal	vana (mip vastand)	adj.
txanlal	muistne, antiikne, väga vana	adj.
tsankum	eelis, kasu, võit	n.
tsankumnga'	kasulik, soodne	adj.
fekumnga'	ebasoodne	adj.
tìmungwrr	erand	n.
tìmungwrr si	erandit tegema	vin.
nawfwe	sorav	adj.
fekum	kahju, takistus, halb pool, kaotus	n.
plltxeyu	rääkija, kõneleja	n.
pxawngip	keskkond	n.
palulukantsyìp	kass (Maal); surmapantrikene	n.
zum	ese, asi (füüsiliselt olemasolev)	n.
hìpey	kõhklema	vin.
tìhìpey	kõhklus	n.
snäm	roiskuma, kõdunema, lagunema aja jooksul	vin.
kllrikx	maavärin	n.
sälatem	muudatus, muutmine, modifitseerimine	n.
tìlatem	muutus (abstraktne)	n.
txatx	mull	n.
lehìpey	kõhklev	adj.
nìhìpey	kõhklevalt	adv.
ronguway	ulguma	vin.
ronguwayyu	ulguja	n.
ler	sujuv, ühtlane, tasane (liikumise kohta)	adj.
nìler	sujuvalt, ühtlaselt, tasaselt	adv.
lo'a	tootem, hõimu märk	n.
'ewrang	kudumismasin	n.
sa'ewrang	suur kudumismasin	n.
tiretu	šamaan	n.
pasuk	mari	n.
vozampasukut	tuhande marja puu, maripuu	n.
paskalin	magus mari	n.
fngä'tseng	tualett, WC	n.
mo a fngä'	tualett, WC	n.
sa	väljakutseks ettevalmistuma	vin.
tanleng	puukoor	n.
syokup	kaal (füüsikaline)	n.
kewan	vanus	n.
tìnvi	ülesanne, samm, asi	n.
tìnvi si	ülesannet sooritama, asja ajama ("kohtume pärast, mul on praegu asju ajada")	vin.
txanwetseng	isikule tähtis või armas koht	n.
penghrr	hoiatama	vin.
säpenghrr	hoiatus	n.
tì'ul	suurendama	n.
eyawrfya	õigesti (millegi tegemine), õige viis	n.
stiwi	pahandus, koerustükk	n.
stiwi si	ulakas, üleannetu, riukalik olema	vin.
stiwinga'	ulakas, üleannetu, riukalik	adj.
stiwisiyu	pahanduse korraldaja	n.
rawng	sissekäik, ukseava	n.
syewe	rasv	n.
syewenga'	rasvane	adj.
laro si	puhastama, mustusest/porist puhtaks tegema	vin.
slukx	loomasarv	n.
tsin	küüs, küünis	n.
ue'	oksendama	vtr., vin.
nantangtsyìp	koer (maal); väike soomushunt	n.
hiup	sülitama	vin., vtr.
räptum	ebaviisakas, sotsiaalselt ebasobilik, vulgaarne, ropp	adj.
txanlokxe	hõimu territoorium, riik	n.
tsamsä'o	sõjariist	n.
tìtxurnga'	võimas (elutu kohta)	adj.
leym	hüüdma, karjuma	vim.
nìzen	kindlasti, ilmtingimata	adv.
kenzen	mitte ilmtingimata	adv.
pllhrr	hoiatama	vin.
säpllhrr	hoiatus	n.
