"Frontside"	"Flipside"	"Category"
tìwan	Geheimnis, Verschleierung, Geheimhaltung	n.
letwan	gewieft, raffiniert (von einer Person)	adj.
slele	schwimmen	vin.
nìslele	schwimmend, auf schwimmende Weise	adv.
tìtaron	das Jagen	n.
ìì	ähm	intj.
tsukyom	essbar	adj.
ketsuktswa'	unvergesslich	adj.
tsuktswa'	vergesslich	adj.
yafkeyk	Wetter	n.
fkeytok	existieren	vin.
tìfkeytok	Zustand, Beschaffenheit, Situation	n.
tompameyp	Sprühregen, Nieselregen	n.
tskxaytsyìp	Hagel	n.
tskxepay	Eis	n.
herwì	Schnee	n.
tomperwì	Graupel, Schneeregen	n.
txanfwerwì	Schneesturm, Blizzard	n.
hermeyp	Schneegestöber, leichter Schneeschauer	n.
hertxayo	Schneedecke	n.
ìlva	Flocke, Tropfen, Span, Splitter	n.
txepìva	Asche, Schlacke	n.
herwìva	Schneeflocke	n.
payìva	Wassertropfen	n.
tompìva	Regentropfen	n.
kintrr	Woche (7TageWoche)	n.
mrrtrr	Woche (5TageWoche)	n.
muntrr	Wochenende	n.
kintrram	letzte Woche	n.
kintrray	nächste Woche	n.
muntrram	letztes Wochenende	n.
muntrray	nächstes Wochenende	n.
vospxì	Monat	n.
vospxìam	letzter Monat	n.
vospxìay	nächster Monat	n.
sweylu	sollen	v.
ye	zufrieden; gesättigt, voll	adj.
hasey si	vollenden, vollbringen, et. beenden, et. schaffen	vin.
seysonìltsan	Gut gemacht! Gute Arbeit! (von hasey soli nìltsan gut vollendet)	intj.
yehakx	satt, voll (Hungergefühl)	adj.
yeväng	nicht mehr durstig, gestillt	adj.
somwew	Temperatur	n.
pup	kurz (physische Länge)	adj.
ngimpup	Länge, Strecke	n.
pesomwew	welche Temperatur?	inter.
somwewpe	welche Temperatur? (gebräuchlicher)	inter.
txawew	sehr kalt	adj.
wur	kühl	adj.
tsyafe	mild, gemäßigt, angenehm (Wetter/Temperatur)	adj.
sang	warm	adj.
txasom	sehr heiß	adj.
leyapay	neblig, diesig	adj.
lepwopx	wolkig, bewölkt	adj.
nìhol	wenig, in weniger Weise	adv.
nìpxay	viel, in großer Anzahl	adv.
paynga'	feucht, feuchtkalt, klamm	adj.
meuianga'	ehrenhaft, ehrenwert	adj.
txumnga'	giftig, gifthaltig	adj.
'akra	(fruchtbarer) Boden, Boden (auf dem Pflanzen wachsen können)	n.
hufwetsyìp	Lüftchen, Brise	n.
nìlam	anscheinend, offensichtlich, offenbar	adv.
nìli	im Voraus	adv.
nìfrakrr	wie immer	adv.
am'a	Zweifel, Bedenken	n.
nga'	enthalten, beinhalten, umfassen	vtr.
tìftang si	stoppen (jemanden, etwas)	vin.
may'	versuchen, ausprobieren, probieren, kosten, testen	vtrm.
yora'	gewinnen	vtr.
snaytx	verlieren	vtr.
tìyora'	Sieg	n.
tìsnaytx	Niederlage	n.
'otxang	Musikinstrument	n.
skxir	Wunde	n.
leskxir	verwundet	adj.
skxir si	verwunden	vin.
skxirtsyìp	Schnitt, Prellung, leichte Verletzung	n.
sloan	eingießen, einschütten, gießen, schütten	vtr.
emrey	überleben	vin.
temrey	Überleben	n.
lemrey	überlebend, überlebt	adj.
nemrey	in einer Weise, als wäre das Leben in Gefahr	adv.,intj.
wawe	Bedeutung, Wichtigkeit, Signifikanz	n.
txanwawe	emotional bedeutungsvoll, bedeuteund, signifikant	adj.
nìwawe	bedeutungsvoll, auf bedeutende Weise	adv.
keyrel	Gesichtsausdruck	n.
fwampop	Tapirus (Tapiähnliches Tier auf Pandora)	n.
säplltxe	Aussage, Stellungnahme, Bericht, Statement	n.
säplltxevi	Kommentar, Bemerkung, Anmerkung	n.
kawtseng	nirgends, nirgendwo	adv.
tsapo	jener (nur für Personen)	pn.
fwefwi	pfeifen	vin.
'etnaw	Schulter	n.
pllngay	zugeben, eingestehen	vin.
kawngsar	ausbeuten	vtr.
lom	vermisst, fehlend (wie eine abwesende Person, nach der man sich sehnt)	adj.
koaktan	alter Mann	n.
koakte	alte Frau	n.
koaktu	alte Person	n.
lomtu	vermisste/fehlende Person	n.
fe'	schlecht	adj.
nìfe'	in schlechter Weise, schlecht	adv.
wätu	Gegner	n.
fekem	Unfall	n.
hawtsyìp	Schläfchen, Nickerchen	n.
uran	Boot	n.
ftxozä si	feiern	vin.
kekem	nichts (keine Handlung)	pn., adv.
pxen	(funktionale) Kleidung; Kleidungsstück	n.
tewng	Lendenschurz	n.
raspu'	Leggins (Kriegskleidung)	n.
hawnven	Schuh	n.
hawntsyokx	Handschuh	n.
hawre'	Hut, Kopfbedeckung	n.
ioi	zeremonielle Kleidung, Schmuck, Verzierung	n.
nìlun	natürlich, logischerweise	adv.
'ali'ä	Halskette, Halsband, Halsreif	n.
'are	Umhang, Poncho	n.
fkxile	Halskette, die den gesamten Oberkörper bedeckt	n.
masat	Brustpanzer, Harnisch	n.
nikroi	Haarschmuck	n.
pxawpxun	Armband	n.
renten	Brille (aus Insektenflügeln, geschnitztes Holz, etc.)	n.
tsamopin	Kriegsbemalung	n.
tsang	Piercing	n.
miktsang	Ohrring	n.
ontsang	Nasenring	n.
yemstokx	anziehen, aufsetzen, anlegen (Kleidung)	vtr.
ioi si	schmücken, verzieren (mit zeremonieller Kleidung)	vin.
'aku	ausziehen; entfernen, wegmachen, wegnehmen, abhauen	vtr.
le'aw	einzige, r, s	adj.
mawkrra	nach (zeitlich)	conj.
akrrmaw	nach (zeitlich)	conj.
Toitslan	Deutschland	prop.n.
Toitsye	Deutsch (Sprache); deutsch	adj.
lukpen	ohne Kleidung, nackt	adj.
fmawnta	Neuigkeit, die XYZ (indirekte FrageKonstruktion)	n.
vin	anfragen, erbitten, bitten	vtr.
mìftxele	übrigens, was dieses Thema betrifft	adv.
zìma'uyu	Neuling, Neuankömmling, jemand, der gerade angekommen ist	n.
nìvingkap	übrigens (neues Thema einleitend)	adv.
txankrr	lange Zeit, lang	adv.
vingkap	in den Sinn kommen, einfallen	vtr.
tìomum	Wissen	n.
tinan	Lesen	n.
ninan	durch Lesen, in lesender Weise	adv.
tsmìm	Spur, Fährte (von Tieren oder Menschen)	n.
inan	lesen (z.B. den Wald), Wissen durch sinnliche Eindrücke erlangen	vtr.
'ä'	huch! hoppla! upps!	intj.
teynga	dass (indirekte FrageKonstruktion)	n.
teyngla	dass (indirekte FrageKonstruktion im Agens)	n.
teyngta	dass (indirekte FrageKonstruktion im Patiens)	n.
fayluta	diese Wörter, dass (indirekte FrageKonstruktion im Patiens)	n.
stxenu	Angebot	n.
tìtstew	Mut, Tapferkeit, Courage	n.
tìtstewnga'	mutig, beherzt, tapfer	adj.
stxenutìng	anbieten	vtr.
tsyär	ablehnen, abweisen, zurückweisen	vtr.
tìtsyär	Ablehnung, Zurückweisung	n.
mll'an	akzeptieren, annehmen	vtr.
tìmll'an	Akzeptanz	n.
kam	vor (zeitlich, Zeitpunkt)	adp.
kay	in (zeitlich)	adp.
'awnìm	meiden, vermeiden, jdn/et umgehen	vtr.
steng	ähnlich	adj.
nìsteng	ähnlich, in ähnlicher Weise	adv.
nim	scheu, schüchtern	adj.
srätx	nerven, belästigen, stören	vtr.
säsrätx	Belästigung, Störung	n.
rì'ìr	Reflexion, Spiegelung	n.
rì'ìr si	reflektieren, imitieren, nachmachen, nachahmen	vin.
tsìsyì	flüstern	vin.
nìwok	laut, in lauter Weise	adv.
sätsìsyì	Geflüster, Flüstern	n.
nìtsìsyì	mit einem Flüstern, flüsternderweise	adv.
nìfwefwi	pfeifenderweise, pfeifend	adv.
lawr	Melodie	n.
tìng lawr	wortlos singen, eine Melodie wiedergeben	vin.
säomum	Information	n.
kosman	wunderbar, fantastisch, toll	adj.
nìksman	wunderbarerweise, fantastischerweise, tollerweise	adv.
letsim	ursprünglich, einzigartig, nicht von einem anderen Ursprung hergeleitet	adj.
lesngä'i	ursprunglich, Ursprungs, Original, Ur, erstes in einer Reihe	adj.
nìtsim	ursprünglich, in ursprünglicher Weise	adv.
nìsngä'i	anfangs	adv.
ngong	träge, teilnahmslos, lethargisch; faul	adj.
walak	aktiv, lebhaft, dynamisch, energiegeladen	adj.
tìngong	Trägheit, Teilnahmslosigkeit, Lethargie	n.
txi	Hast, Hetze, Raserei	n.
letxi	hastig, eilig, überstürzt	adj.
nìtxi	in hastiger Weise	adv.
letxiluke	gemächlich, gemütlich	adj.
nìtxiluke	in gemächlicher, gemütlicher Weise	adv.
kulat	hervorbringen, offenbaren, enthüllen, aufdecken (wörtlich und übertragen)	vtr.
txantompa	Regenguss, Regenschauer	n.
meyam	umarmen, in den Armen halten	vtr.
sämyam	Umarmung	n.
fìtsap	einander, gegenseitig	adv.
nuä	jenseits, (weit) hinter	adp.
kanfpìl	konzentrieren, Aufmerksamkeit richten auf	vin.
fmokx	Neid, Eifersucht (neutral)	n.
nìfmokx	in neidischer, eifersüchtiger Weise	adv.
kìmar	in Saison, Saison haben (für Nahrung, Gemüse und Tiere); für Tiere: rollig, läufig	adj.
nìkmar	günstig, rechtzeitig, passend	adv.
nìngong	in träger, fauler, lethargischer Weise	adv.
säpom	Kuss	n.
kxukx	schlucken, verschlucken	vtr.
txewm	angsteinflößend, beängstigend, erschreckend	adj.
hìmpxì	Minderheit, kleiner Teil	n.
kawnglan	bösartig, böshaft	adj.
nutx	dick	adj.
flì	dünn	adj.
flìnutx	Dicke, Schichtdicke	n.
sneyä	sein, ihr eigene, r, s	pn.
säsyep	Falle	n.
yora'tu	Gewinner	n.
snaytu	Verlierer	n.
way a plltxe	gesprochenes Gedicht (i.S. melodische Rezitation)	ph.
way a rol	gesungenes Gedicht	ph.
wayä aylì'u	Gedichttext, Liedtext	ph.
ultxatu	Teilnehmer eines Treffens	n.
wo	greifen nach, erreichen wollen	vtr.
yawo	abheben, starten	vin.
tsìk	plötzlich, ohne Vorwarnung	adv.
kllwo	landen (Vorgang), niedersinken, herabsinken	vin.
kllpä	landen, aufkommen, aufsetzen	vin.
sätswayon	Flug (Vorgang des Fliegens)	n.
rawn	ersetzen, austauschen, wechseln	vtr.
tìrawn	Ersetzen, Austausch; Ablösung	n.
särawn	Ersatz, Ausgetauschtes	n.
kxeltek	aufheben, hochheben, anheben	vtr.
fngo'	fordern, erfordern, verlangen	vtr.
säfngo'	Aufforderung, Forderung	n.
ngam	Echo	n.
slär	Höhle	n.
ngampam	Reim	n.
ngampam si	reimen	vin.
faoi	weich, glatt, sanft, geschmeidig	adj.
ekxtxu	rau, grob, spröde	adj.
yo'	perfekt, makellos, fehlerfrei sein	svin.
nìyo'	in perfekter, makelloser, fehlerfreier Weise	adv.
nìyol	kurz (Zeit), in kurzer Weise	adv.
tìyo'	Perfektion	n.
'ipu	lustig, witzig, humorvoll, amüsant, komisch	adj.
tì'ipu	Humor, Komik	n.
tìfmi	Versuch	n.
sä'ipu	etwas Lustiges, Komisches	n.
hangvur	Witz, lustige Geschichte	n.
lì'uvan	Wortwitz, Wortspiel	n.
kanom	erhalten, bekommen	vtr.
säkanom	etwas Erhaltenes, Bekommenes	n.
srìn	zeitweise von etwas zu etwas anderem übertragen (selten ohne Präfixe benutzt)	vtr.
käsrìn	leihen, verleihen, verborgen	vtr.
zasrìn	borgen, ausborgen, ausleihen	vtr.
säsrìn	etwas Geliehenes, Geborgtes	n.
pxìmun'i	teilen, trennen, entzweien	vtr.
lätxayn	(im Kampf) besiegen, überwältigen, erobern, bezwingen	vtr.
sälätxayn	Niederlage, Sieg (über jemanden)	n.
yll	gemeinschaftlich, kommunal, Gemeinde	adj.
nìyll	in gemeinschaftlicher Weise	adv.
hona	liebenswert, reizend, niedlich	adj.
tìhona	Niedlichkeit, Liebenswertheit	n.
fäkä	hinaufgehen, aufsteigen, hochsteigen	vin.
fäza'u	hinaufkommen, heraufkommen	vin.
kllza'u	hinunterkommen, herunterkommen	vin.
sämok	Vorschlag	n.
mal	glaubhaft, vertrauenswürdig	adj.
nìmal	glaubhaft, ohne Zögern	adv.
tìmal	Glaubhaftigkeit, Vertrauenswürdigkeit	n.
kllyem	vergraben, beerdigen	vtr.
nìtsyìl	durch klettern, durch erklimmen, in kletternder Weise	adv.
sätsyìl	Klettern, Erklimmen	n.
rìn	Holz	n.
flawkx	Leder	n.
'ana	Liane, Kletterpflanze	n.
tsngawpay	Tränen	n.
tsngawpayvi	Träne	n.
nìhona	auf liebenswerte, niedliche Weise	adv.
lepay	wässrig, durchtränkt	adj.
'ul	ansteigen, vermehren, erhöhen, steigern	vin.
nän	abnehmen, vermindern, sinken, abfallen	vin.
nìnän	wenig, in weniger Weise, in geringer Weise	adv.
nì'ul'ul	ansteigend, mehr und mehr	adv.
nìnänän	abnehmend, weniger und weniger	adv.
mek	leer; fig.: wertlos, gedankenlos, unsinnig	adj.
leioae	Respekt	n.
leioae si	respektieren	vin.
säwìntxu	Ausstellung, Vorführung, Schau	n.
tì'i'a	Ende, Abschluss	n.
srer	auftauchen, erscheinen, in Sicht kommen	vin.
'ìp	verschwinden, aus der Sicht verschwinden	vin.
tsong	Tal	n.
tsongtsyìp	Grübchen	n.
ro'a	beeindrucken, imponieren, Ehrfurcht und Respekt erwecken	vin.
säro'a	große Tat, Leistung	n.
säro'a si	große Taten vollbringen	vin.
txanro'a	berühmt sein	vin.
velek	aufgeben, ergeben, Niederlage eingestehen	vin.
spono	Insel	n.
txew	Rand, Kante, Grenze, Ende, Limit	n.
txewnga'	endliche, r, s, begrenzt, ein Ende haben	adj.
litx	scharf (z.B. Klinge)	adj.
fwem	stumpf, abgerundet, abgenutzt (z.B. Spitze)	adj.
syura	Energie (physisch oder spirituell)	n.
syuratan	Biolumineszenz	n.
txonkrr	nachts, des Nachts, bei Nacht	adv.
yuey	schön (innere Schönheit)	adj.
kxem	vertikal sein, senkrecht sein	vin.
txay	horizontal sein, waagerecht sein	vin.
nìkxem	in vertikaler Weise	adv.
nìtxay	in horizontaler Weise	adv.
klltxay	(auf dem Boden) liegen	vin.
klltxeykay	(hin)legen (auf den Boden)	vtr.
yo	Oberfläche	n.
kxemyo	Wand, vertikale Oberfläche	n.
fyep	(in der Hand) halten, fassen	vtr.
nìk'ärìp	fest, kontinuierlich	adv.
nìklonu	fest, unerschütterlich	adv.
nìktungzup	sorgfältig, fest, bestimmt	adv.
nìsyep	eisern fest(halten)	adv.
nìmeyp	schwach, schwächlich, locker	adv.
säfyep	Griff	n.
slan	unterstützen (emotional, sozial oder persönlich)	vtr.
tìslan	Unterstützung (emotional, sozial oder persönlich)	n.
tìeyktan	Führung, Anführerschaft	n.
'llngo	Hüfte	n.
zare'	Stirn	n.
flawm	Wange	n.
prrku	Schoß, Unterleib, Mutterleib	n.
ngep	Bauchnabel, Nabel	n.
tawsyuratan	Aurora, Polarlicht	n.
syeha	Atem	n.
syeha si	atmen	vin.
sko	(etwas, jemand) als (etwas, jemand anderes), in der Rolle als, in der Eigenschaft als	adp.
sna'o	Satz (von Objekten), Gruppe, Haufen, Klumpen, Bestand (von Bäumen)	n.
snatxärem	Skelett	n.
snafpìlfya	Philosophie	n.
snatanhì	Konstellation, Sternkonstellation	n.
sästarsìm	Zusammenstellung, Sammlung (gewollt von einer Person)	n.
tsu'o	Fähigkeit, Können	n.
krra	wenn; zu der Zeit, als	conj.
snatanhìtsyìp	Sternenhaufen	n.
pìwopxtsyìp	Nebel(wolke)	n.
tìterkup	Sterben, Tod (abstrakt)	n.
maweypeyyu	geduldige Person	n.
ftxulì'u	eine Rede halten	vin.
ftxulì'uyu	Redner, (öffentlicher) Sprecher	n.
säftxulì'u	Rede, Ansprache	n.
tìftxulì'u	öffentliches Reden	n.
slantire	Inspiration, Eingebung	n.
slantire si	inspirieren, begeistern, anregen	vin.
kum	Ergebnis, Resultat	n.
kuma	dass (als Ergebnis), sodass	conj.
akum	dass (als Ergebnis, sodass	conj.
fyel	versiegeln, verschließen, abdichten, undurchlässig machen	vtr.
zey	besonders, speziell	adj.
vll	hinweisen, (auf etwas) zeigen, weisen, hindeuten	vin., vtr.
eykyu	Anführer (meist einer kleinen Gruppe oder Jägertrupp)	n.
am'ake	selbstbewusst, selbstsicher, zuversichtlich	adj.
nam'ake	zuversichtlich, in selbstsicherer/selbstbewusster Weise	adv.
kezemplltxe	unnötig zu erwähnen, dass...; natürlich, selbstverständlich	adv.
tare	verbinden, in Beziehung stehen, eine Beziehung haben	vtr.
nìsoaia	(zusammen) als Familienmitglied	adv.
nìolo'	(zusammen) als Clanmitglied	adv.
sätare	Verbindung, Verwandtschaft, Beziehung, Verhältnis	n.
sloa	breit, weit, umfangreich	adj.
snep	schmal, eng	adj.
slosnep	Weite, Breite	n.
peslosnep	wie breit?	inter.
slosneppe	wie breit?	inter.
hoet	gewaltig, enorm, riesig, ausgedehnt	adj.
nìhoet	(weit) verbreitet, in ausgedehnter Weise	adv.
so'ha	begeistert sein von, Begeisterung zeigen	vtr.
tìso'ha	Begeisterung, Enthusiasmus, eine gute Einstellung haben	n.
nìso'ha	auf begeisterte, enthusiastische Weise	adv.
leso'ha	begeisterungsfähig, eifrig	adj.
tsawlultxa	große Versammlung, Konferenz	n.
zìsìtay	nächstes Jahr	n.
tìtsunslu	Möglichkeit	n.
numultxa	Klasse, Schulklasse, Lerngruppe	n.
numultxatu	Klassenkamerad, Teilnehmer einer Klasse/Lerngruppe	n.
snanumultxa	Kurs, Lehrveranstaltung	n.
tìflä	das Erfolghaben (allgemein)	n.
säflä	Erfolg	n.
mesrram	Tag vor zwei Tagen, vorgestern	n., adv.
mesrray	Tag nach morgen, übermorgen	n., adv.
pxesrram	vor drei Tagen	n., adv.
pxesrray	in drei Tagen	n., adv.
mong	verlassen auf, angewiesen sein auf, auf Schutz vertrauen	vtr.
sru'	zerdrücken, zerquetschen, niedertrampeln	vtr.
'ekxin	eng, straff, eng anliegend	adj.
um	locker, lose, weit (für Kleidung)	adj.
'ekxinum	Grad von Straffheit, Lockerheit	n.
pekxinum	wie eng, locker?	inter.
zeswa	Gras	n.
zeswavi	Grashalm	n.
lezeswa	grasbedeckt, grasig, Gras	adj.
lopx	in Panik geraten, in Panik verfallen	vin.
hifwo	fliehen, flüchten, Flucht ergreifen, entkommen	vin.
yrrap	Sturm, Unwetter, Gewitter	n.
'rrpxom	Donner	n.
rawm	Blitzen (allgemein)	n.
rawmpxom	Blitz und Donner	n.
se'ayl	einzelner hoher, dünner Wasserfall, der sich von einer hohen Klippe oder einem Schwebenden Berg ergießt (zählbar)	n.
kxor	eine Wand oder Ufer von mächtigen Fällen, auffallend durch ihr ohrenbetäubendes Tosen und ihre tödliche Kraft (zählbar, aber selten)	n.
syanan	eine einzelne Fallhöhe oder Folge von kleineren Fällen, die nacheinander in einem Strom oder in einer Reihe von Becken auftreten (zählbar)	n.
rurur	luftdurchsetztes Wasser, das zwischen Steinen eines sehr allmählich abfallenden Stroms fließt (nicht zählbar)	n.
tseltsul	Wildwasserstrom, Stromschnellen (zählbar, aber selten)	n.
tìmeyp	Schwäche	n.
am'aluke	zweifelsohne	adv.
atanzaw	Blitz, gegabelter Blitz	n.
nìsìlpey	hoffentlich	adv.
talun	wegen, aufgrund von	adp.
nìTsyungwen	Zhongwen	adv.
reykol	musizieren, veranlassen zu singen (poetisch)	vtr.
nrra	Stolz, Gefühl von Stolz	n.
lenrra	stolz, Gefühl von Stolz (für andere)	adj.
nìnrra	mit Stolz, in stolzer Weise	adv.
snonrra	Arroganz, Hochmut, SelbstStolz	n.
lesnonrra	arrogant, hochmütig, voll von SelbstStolz	adj.
nrr	glühen, leuchten, glimmen	vin.
ylltxep	kommunales Feuer, Feuerstelle (an der die Na’vi gemeinsam essen)	n.
txeptseng	Feuerstelle (allgemein), Stelle, an der ein Feuer brennt oder brannte	n.
ralnga'	sinnvoll, lehrreich, aufschlussreich; etwas, von dem eine Lehre gezogen werden kann	adj.
munsna	Paar (von etwas)	n.
fyin	simpel, einfach, leicht	adj.
ep'ang	komplex, kompliziert	adj.
epxang	Steinkrug, Steingefäß, um giftige Spinnentiere aufzubewahren	n.
fyinep'ang	Komplexität, Grad an Komplexität	n.
pefyinep'ang	wie kompliziert?	inter.
fyinep'angpe	wie kompliziert?	inter.
sngä'itseng	Anfang, Startposition, Anfangspunkt	n.
srungsiyu	Helfer, Gehilfe, Assistent	n.
srungtsyìp	hilfreicher Hinweis, Tipp	n.
spulmokri	Telefon	n.
syeprel	Kamera	n.
swoa	berauschendes Getränk, ``Spirituosen''	n.
rou	betrunken sein, sich betrinken	vin.
pamrelvi	Buchstabe (phonetisches Symbol)	n.
snapamrelvi	Alphabet	n.
tìtxen si	aufwecken, wecken, erwecken	vin.
fnetxum	Allergen	n.
zet	behandeln als, behandeln wie, eine Einstellung zu etwas zeigen	vtr.
ha'	(zusammen) passen, übereinstimmen, ergänzen, grundsätzlich verbessern	vin.
syon	Merkmal, Eigenschaft, Eigenart, Besonderheit, Kennzeichen, Attribut, Charakterzug, Aspekt, Facette	n.
ran	wesentliche Charakteristik, innewohnende Charakteristik, Essenz, Konstitution; für Personen ``Persönlichkeit, Individualität"	n.
fyole	außergewöhnlich, grandios, unvergleichlich, ehrfurchtgebietend, jenseits von Perfektion	adj.
loran	Eleganz, Grazie, Anmut, Liebreiz	n.
fe'ran	fehlerhafte Charakteristik, etwas schlecht Durchdachtes, etwas grundsätzlich Fehlerhaftes	n.
reyfya	Lebensweise, Kultur	n.
fe'ranvi	Schönheitsfehler, Makel, Defekt, Mangel, Unförmigkeit, fehlerhafte Eigenschaft	n.
nìran	grundsätzlich, prinzipiell, im Grunde, im Kern, im Wesentlichen	adv.
mo	Raum, Hohlraum, begrenzter Bereich	n.
snomo	Raum (als Rückzugsmöglichkeit)	n.
wum	ungefähr, etwa, circa, schätzungweise, annähernd	adv.
kesran	mittelmäßig, medioker, solala	adj.
nìksran	in mittelmäßiger Weise	adv.
yewla	Enttäuschung, fehlerhafte Erwartung, Gefühl von ImStichgelassenwerden	n.
leyewla	enttäuschend	adj.
nìyewla	in enttäuschender Weise, den Erwartungen nicht gerecht entsprechend	adv.
yawnyewla	gebrochenes Herz, Herzschmerz	n.
ve'o	Ordnung (im Gegensatz zu Chaos oder Unordnung)	n.
vezo	ordentlich sein, organisiert sein, aufgeräumt sein	vin.
vezeyko	ordnen, ordentlich machen, aufräumen, in Ordnung bringen	vtr.
vefya	Methode, Herangehensweise, System, Prozedere, Prozess	n.
velke	chaotisch, unordentlich, durcheinander, unaufgeräumt	adj.
venga'	organisiert, ``alles im Griff haben", ``den Überblick behalten"	adj.
nìfnu	in leiser Weise, in stiller Weise	adv.
sätaron	Jagd (konrektes Ereignis)	n.
wäsul	konkurrieren, sich messen, wetteifern, wettstreiten	vin.
tìwäsul	Wettstreit, Konkurrenz (abstrakt)	n.
säwäsul	Wettkampf, Konkurrenz (konkret)	n.
säwäsultsyìp	Wettbewerb	n.
tìmwiä	Gerechtigkeit, Fairness	n.
snew	einengen, einschnüren, verengen, straffen, zuziehen, zusammenziehen	vtr.
txantxew	Maximum, Höchstmaß	n.
snewsye	gruselig, schaurig, schauerlich, schreckhaft, unheimlich	adj.
hìmtxew	Minimum, Mindestmaß	n.
txantxewvay	maximal, höchstens	adv.
hìmtxewvay	minimal, mindestens	adv.
hefi	riechen (ungewollt)	vtr.
ewku	schmecken (ungewollt)	vtr.
zìm	fühlen (ungewollt)	vtr.
yune	zuhören, hinhören, anhören	vtr.
syam	riechen (gewollt)	vtr.
'ur	Aussehen, Erscheinungsbild, Anblick	n.
sur	Geschmack, Aroma, Geschmacksrichtung	n.
zir	Berührung, Gefühl, Beschaffenheit, Textur	n.
tse'atswo	Sehvermögen, Sehsinn	n.
stawmtswo	Gehörsinn, Hörvermögen	n.
hefitswo	Geruchsinn, Geruchvermögen	n.
ewktswo	Geschmacksinn	n.
zìmtswo	Tastsinn, Tastvermögen	n.
fkan	einer sinnlichen Weise ähneln, den Sinnen erscheinen als ob	vin.
onlor	gutriechend	adj.
onvä'	schlechtriechend	adj.
we'ay	sauer	adj.
wip	salzig	adj.
fwang	herzhaft, pikant, umami, reichhaltig	adj.
nget	nasskalt, modrig, Geruch von verrotenden Blättern und Holz	adj.
kxänäng	faulig, verwest, verdorben, Geruch von verfaulendem Tier(fleisch)	adj.
sosul	angenehmer Geruch von nahem Gewässer, Regen, feuchter Vegetation	adj.
unyor	süßlicharomatisch (blumig oder aromatisch holziger Geruch; kann sich auch auf ein Gewürz in der Na'vi Küche beziehen)	adj.
atxar	Geruch von lebenden Tieren, wie er sich um ein Wasserloch oder ein Gelege findet	adj.
inanfya	Sinn, sinnlicher Eindruck, Wahrnehmung	n.
uvan letokx	physisches oder athletisches Spiel, Sport	n.
ftärpa	linke Seite	n.
skiempa	rechte Seite	n.
rengop	entwerfen, designen, gestalten (im Detail)	vtr.
tìrengop	Entwerfen, Designen, Gestalten	n.
särengop	Design, Entwurf	n.
ingyen	Gefühl von Unverständnis, Rätselhaftigkeit, Nichtverstehen	n.
sngumtsim	Grund, Ursache von Besorgnis	n.
yayayrtsim	Grund, Ursache von Verwirrung	n.
ingyentsim	Mysterium, Rätsel	n.
ingyentsyìp	Trick, Kniff, klevere oder spezielle Methode	n.
ningyen	in mysteriöser, rätselhafter Weise	adv.
ingyenga'	mysteriös, rätselhaft	adj.
sngunga'	besorgniserregend, beunruhigend	adj.
yayayrnga'	verwirrend	adj.
yrr	wild, natürlich, naturbelassen (etwas in unverändertem, natürlichem Zustand)	adj.
nìyrr	in natürlicher Weise, ohne den natürlichen Zustand zu ändern	adv.
zäfi	verändert, nicht länger in natürlichem Zustand	adj.
syor	entspannen, relaxen, chillen	vin.
tìsyor	Entspannung	n.
tìfnunga'	ruhig	adj.
späpeng	sich wiederherstellen (metaphorisch), mit sich selbst ins Reine kommen	vin.
'anla	sehnen nach, verzehren nach, schmachten	vtr.
sä'anla	Sehnen, Verzehren, Schmachten	n.
lie	Erlebnis	n.
tsìlpey	Hoffnung (abstrakt)	n.
säsìlpey	Hoffnung (konkret)	n.
kelsar	unbrauchbar, nutzlos, vergeblich	adj.
yì	Ablage, Felsvorsprung, Sims, Ebene, Stufe, Sprosse	n.
snayì	Treppen, Treppenstufen, Reihe von Stufen ähnlichen Ebenen	n.
kxaylyì	hohe(r, s) Ebene, Stand, Niveau	n.
kxamyì	mittlere(r, s) Ebene, Stand, Niveau	n.
tìmyì	niedrige(r, s) Ebene, Stand, Niveau	n.
flrr	zart, mild, zanftmütig, zärtlich, einfühlsam, behutsam (Lebewesen oder Dinge)	adj.
nìflrr	in zarter, milder, sanftmütiger Weise	adv.
tìflrr	Zärtlichkeit, Milde, Sanftheit, Zartheit	n.
ngä'än	(mental, emotional) leiden, elend sein, unglücklich sein	vin.
kelkin	unnötig, überflüssig, nicht erforderlich	adj.
nìkelkin	in unnötiger, überflüssiger, nicht erforderlicher Weise	adv.
sängä'än	Anfall von Leiden, kurze Depression	n.
'eylanay	Bekannter, Bekannte (Möglichkeit zu Freundschaft)	n.
eyktanay	Stellvertreter, General (in der Rangfolge unter dem Anführer)	n.
tsulfätunay	BeinahMeister, Lehrling (zum Meister)	n.
karyunay	Lehrling (zum Lehrer), Referendar	n.
tsan'ul	(sich) verbessern, besser werden	vin.
fe'ul	(sich) verschlechtern, schlechter werden	vin.
tìtsan'ul	Verbesserung (allgemein oder abstrakt)	n.
tìfe'ul	Verschlechterung (allgemein oder abstrakt)	n.
sätsan'ul	Verbesserung (konkreter Fall)	n.
säfe'ul	Verschlechterung (konkreter Fall)	n.
frafya	in jeder Hinsicht	adv.
postì	Forum/Blogbeitrag	n.
ketsran	egal (wer, was, wie, wo), gleichgültig	adj.,  conj.
kangay si	bestätigen, bestärken, für gültig erklären	vin.
txurtel	Seil	n.
ropx	Loch (durchgängig durch ein Objekt)	n.
