"Frontside"	"Flipside"	"Category"
uvan letokx	physical or athletic game, sport	n.
ftärpa	left side	n.
skiempa	right side	n.
rengop	design (finer detail)	vtr.
tìrengop	design (the act or art of designing	n.
särengop	design (a particular instance of designing)	n.
ingyen	feeling of mystery or incomprehension	n.
sngumtsim	worrisome matter, source of worry	n.
yayayrtsim	something confusing, source of confusion	n.
ingyentsim	mystery, riddle, enigma, conundrum	n.
ingyentsyìp	trick, sleight of hand, clever/special methodology	n.
ningyen	mysteriously, in a puzzling fashion	adv.
ingyenga'	mysterious, puzzling, enigmatic	adj.
sngunga'	worrisome, troubling	adj.
yayayrnga'	confusing	adj.
yrr	wild, natural (something in its original, unmodified, untamperedwith natural state)	adj.
nìyrr	naturally, without tampering with or changing the nature	adv.
zäfi	modified, interfered with, no longer in a natural state	adj.
syor	relax, chill out	vin.
tìsyor	relaxation	n.
tìfnunga'	quiet	adj.
späpeng	restore oneself (metaphorically)	vin.
'anla	yearn for	vtr.
sä'anla	yearning	n.
lie	experience	n.
tsìlpey	hope (abstract idea)	n.
säsìlpey	hope (particular instance)	n.
kelsar	useless,  in vain	adj.
yì	shelf, ledge, level, step, rung 	n.
snayì	staircase, series of steplike levels	n.
kxaylyì	high level	n.
kxamyì	intermediate level	n.
tìmyì	low level	n.
flrr	gentle, mild, tender  (people or things)	adj.
nìflrr	gently, tenderly	adv.
tìflrr	gentleness, tenderness	n.
ngä'än	suffer mentally or emotionally, be miserable	vin.
kelkin	unnecessary	adj.
nìkelkin	unnecessarily	adv.
sängä'än	bout of suffering; episode of depression	n.
'eylanay	acquaintance (with the potential for becoming a friend)	n.
eyktanay	deputy, general, one step down from leader	n.
tsulfätunay	nearmaster	n.
karyunay	apprentice teacher	n.
tsan'ul	improve, get better	vin.
fe'ul	worsen, get worse	vin.
tìtsan'ul	improvement (in the general or abstract sense)	n.
tìfe'ul	worsening (in the general or abstract sense)	n.
sätsan'ul	improvement (specific instance)	n.
säfe'ul	worsening (specific instance)	n.
frafya	in every way	adv.
postì	(forum/blog) post	n.
ketsran	no matter, no matter what, whatever	adj.,  conj.
kangay si	validate, confirm	vin.
txurtel	rope	n.
ropx	hole (going clear through an object)	n.
tsongropx	hole, cavity, excavation with a bottom (visible or presumed)	n.
tsrul	nest; protected area serving as the home of Pandoran fauna	n.
yayotsrul	bird's nest	n.
lini	young of an animal, bird, fish, insect	n.
tarnioang	predator animal	n.
rong	tunnel	n.
swek	bar, rod, pole	n.
mektseng	gap, breach	n.
tsenga	where, place where	conj.
fta	knot	n.
fta si	knot, make or tie a knot	vin.
fwi	slip, slide	vin.
oìsss si	hiss	vin.
il	bend	vin.
kxakx	break, snap in two	vin.
ftumfa	out of, from inside	adp.
sä'eoio	ceremony, ritual, rite	n.
sä'eoio si	take part in a ceremony, perform a ritual	vin.
kur	hang	vin.
nìtkan	purposefully, deliberately	adv.
nìtkanluke	accidentally, unintentionally	adv.
nui	fail, falter, go astray, not obtain expected or desired result	vin.
nìnu	failingly, falteringly, in vain, fruitlessly, not achieving the desired or expected end	adv.
tìnui	failure (abstract concept)	n.
sänui	failure (particular instance of failure)	n.
fngä'	relieve oneself; (on Earth) use the restroom, go to the bathroom	vin.
zun	if (counterfactual use)	conj.
zel	then (counterfactual use)	adv.
'ekxinumpe	how tight, loose?	inter.
okup	milk	n.
loi	egg	n.
tsyeym	treasure; something rare and of great value	n.
wokau	pendulum drum	n.
srä	cloth; a piece of cloth woven on a loom	n.
srok	bead (decorative)	n.
pxayopin	colorful, multicolored, variegated	adj.
tsyoklìt	chocolate	n.
paynäpll	pineapple	n.
pamrelsiyu	writer	n.
rel arusikx	movie, film, video	n.
lì'upuk	dictionary	n.
lì'upuk	dictionary	n.
nìkemweypey	impatiently	adv.
kelemweypey	impatient	adj.
'on	shape, form	n.
salewfya	direction, course	n.
koum	rounded, curved	adj.
ko'on	ring, oval, closed shape roughly circular	n.
yo'ko	circle	n.
renulke	irregular, random	adj.
vawt	solid, not hollow	adj.
momek	hollow, not solid	adj.
yeyfya	straight line	n.
yak	fork, branch, point of divergence	n.
yak si	diverge, change direction, go astray	vin.
nìyeyfya	straight ahead, in a straight line	adv.
nìftär	to the left	adv.
nìskien	to the right	adv.
'oratsyìp	pond, pool	n.
nìyawr	correctly, rightly	adv.
tìsteftxaw	examination	n.
yoa	in exchange for	adp.
txolar	dollar	n.
ewro	euro	n.
lawnol	great joy	n.
ley	be of value, have some positive value, be worth something	vin.
säfmi	attempt	n.
nìfkeytongay	actually, as a matter of fact	adv.
mowar	advice, bit or piece of advice	n.
mowar si	advise	vin.
mowarsiyu	advisor	n.
kakpam	deaf	adj.
tìkakpam	deafness	n.
pxek	kick, shove	vtr.
kolan	I mean, rather (selfcorrecting)	intj.
hena	carry	vtr.
sähena	container, vessel, carrier	n.
paysena	water container	n.
tutsena	stretcher	n.
tstalsena	knife sheath	n.
swizawsena	quiver (attached to ikran's saddle)	n.
tìkakrel	blindness	n.
ngoa	mud	n.
mawfwa	after	conj.
neni	sand	n.
fwep	dust (on a surface)	n.
fwopx	dust (in the air)	n.
nìyey	directly, straight to the point	adv.
'al	waste	vtr.
tì'al	wastefulness	n.
le'al	wasteful	adj.
nì'al	wastefully	adv.
srey	version	n.
lupra	style	n.
fyolup	exquisite, sublime in style	adj.
fe'lup	tacky, in poor taste	adj.
snolup	personal style or aesthetic, presence	n.
'ongop	design	vtr.
'ongopyu	designer	n.
uniltìrantokxolo'	clan, or group of avatars	n.
krrka	during	adp.
tìreyn	train	n.
LosÄntsyelesì	Los Angeles	pn.
tson	obligation, duty, imposed requirement	n.
nìtson	dutifully, as an obligation	adv.
kxìm	command, order, assign a task	vtr.
tsonta	to (with kxìm)	conj.
tìkxìm	commanding, ordering, assigning tasks	n.
tìkxìm si	be above someone in a heirarchy, be someone's superior	vin.
kxìmyu	commander, one with authority over another	n.
saylahe	'et cetera'	adv.
fpomron	health or wellbeing (mental)	n.
lefpomron	healthy (mentally)	adj.
kelfpomron	unhealthy (mentally)	adj.
fpomtokxnga'	healthful (physically)	adj.
kefpomtokxnga'	unhealthful (physically)	adj.
fpomronga'	healthful (mentally)	adj.
kefpomronga'	unhealthful (mentally)	adj.
srefpìl	assume	vtr.
srefwa	before	conj.
ken'aw	not only	adv.
släkop	but also	adv.
sngum si	worry	vin.
väpam	noise. ugly or unpleasant sound, screech	n.
hawmpam	noise. sound that is excessive, unnecessary, inappropriate, unexpected or startling	n.
lehawmpam	noisy	adj.
nìhawmpam	noisily	adv.
miklor	pleasant sounding, beautiful sounding	adj.
mikvä'	badsounding	adj.
narlor	beautiful visually	adj.
narvä'	ugly, unsightly	adj.
zawr	animal call	n.
tìnew	desire	n.
nopx	put away, store	vtr.
tiam	count	vtr.
ketsuktiam	uncountable, infinite	adj.
txewluke	endless, boundless, without limit	adj.
'umtsa	medicine	n.
lang	investigate, explore	vtr.
tìlang	exploration	n.
sälang	an exploration or investigation	n.
kxum	viscous, gelatinous, thick	adj.
kxumpay	viscous liquid, gel	n.
sängop	creation	n.
tsyìl	climb, scale (pulling entire body up)	vtr.
kxap	threat	n.
kxapnga'	threatening	adj.
nìkxap	threateningly	adv.
tìftiatu	researcher	n.
tìftiatu kifkeyä	scientist	n.
heyr	chest	n.
tseri	note, notice	vtr.
kxap si	threaten	vin.
tìtseri	awareness, notice	n.
tìktseri	unawareness, lack of notice	n.
yäkx	not notice, ignore, snub	vtr.
tìyäkx	lack of notice, snubbing	n.
srunga'	helpful	adj.
säyäkx	snub	n.
ngip	space, open or borderless area	n.
txepram	volcano	n.
txekxumpay	magma, lava	n.
wrrza'u	come out, emerge	vin.
tskxevi	pebble, small stone polished smooth by natural forces	n.
nìkx	gravel	n.
tìralpeng	translation, interpretation	n.
unil si	dream	vin.
uniltsa	dream of, dream about	vtr.
mauti	fruit	n.
utu	forest canopy	n.
utumauti	banana fruit	n.
slayk	brush, comb	vtr.
tìkelu	lack	n.
tompakel	drought	n.
syuvekel	famine	n.
zawprrte'	be enjoyable	vin.
nawri	talented	adj.
tìnawri	talent	n.
susyang	fragile, delicate	adj.
reym	dry land	n.
kop	and also	conj.
tuvom	greatest of all, exceedingly great	adj.
yengwal	sorrow	n.
nip	become stuck, get caught in something	vin.
hän	net, web	n.
'rrko	roll	vin.
tsngem	muscle	n.
tsawsngem	muscular	adj.
wìngay	prove	vtr.
tìwìngay	proof, proving (abstract)	n.
säwìngay	proof (particular instance)	n.
tìng zekwä	touch (intentionally)	vin.
weptseng	website	n.
wep	web (as in world wide web, www)	n.
tseotu	artist (generic term) 	n.
tìkeftxo	sadness	n.
tìkeftxonga'	sad	adj.
pamtseongopyu	music creator, composer	n.
lereyfya	cultural	adj.
huru	cooking pot	n.
sey	cup or bowl minimally modified from naturally occuring resources	n.
'e'in	pod, gourd	n.
'e'insey	drinking gourd	n.
sum	shell (from the ocean)	n.
sumsey	drinking vessel made of shell	n.
swoasey	kava bowl (constructed from seed pods, used for drinking intoxicating beverages), handsized	n.
swoasey ayll	large social kava bowl	n.
tsyey	snack, light meal	n.
tsyeytsyìp	tiny bite	n.
nik	convenient, usable without much expenditure of effort	adj.
niktsyey	food wrap (food items wrapped in edible leaves or vines)	n.
merki	ground rack (for smoking meats)	n.
ikut	large pestle (grinding tool); mealmashing pole	n.
sämunge	transportation tool or device	n.
syusmung	food tray	n.
paysmung	water carrier	n.
prrsmung	baby carrier	n.
nivi	sleeping hammock (general term)	n.
swaynivi	family hammock	n.
snonivi	singleperson hammock	n.
sänrr	glow, an instance of glowing; light source, lamp	n.
tsmi	nectar	n.
tsmisnrr	bladder lantern, nectar lantern	n.
seyn	chair, stool, bench; any tool or device to facilitate sitting	n.
hoan	comfort	n.
lehoan	comfortable	adj.
nìhoan	comfortably	adv.
kelhoan	uncomfortable	adj.
fyan	constructed device for keeping something off the ground and clean	n.
fyanyo	table, elevated utilitarian surface	n.
yomyo	plate, (for food)	n.
yomyo lerìk	leaf plate	n.
fyanyì	shelf	n.
kurfyan	hamper or suspended rack	n.
snokfyan	personal belongings rack	n.
kurfyavi	hook (for hanging or suspending an item)	n.
seyto	butcher (in the sense of separating or processing the carcass of a dead animal)	vtr.
säseyto	butchering tool	n.
yaney	canoe	n.
spulyaney	canoe paddle	n.
lal	old (opposite of mip)	adj.
txanlal	ancient, very old	adj.
tsankum	advantage, benefit, upside, gain	n.
tsankumnga'	advantageous	adj.
fekumnga'	disadvantageous	adj.
tìmungwrr	exception	n.
tìmungwrr si	make an exception	vin.
nawfwe	fluent (for speech)	adj.
fekum	disadvantage, drawback, downside	n.
plltxeyu	speaker	n.
pxawngip	environment	n.
palulukantsyìp	cat (earth animal); lit. little palulukan	n.
zum	object, thing (physical or tangible)	n.
hìpey	hesitate, hold back for a short time	vin.
tìhìpey	hesitation	n.
snäm	rot, decay, degrade over time	vin.
kllrikx	earthquake	n.
sälatem	change (instance of), edit, modification	n.
tìlatem	change (abstract concept)	n.
txatx	bubble	n.
lehìpey	hesitant, in a state of hesitation	adj.
nìhìpey	hesitantly	adv.
ronguway	howl	vin.
ronguwayyu	howler	n.
ler	steady, smooth (for motion)	adj.
nìler	steadily	adv.
lo'a	totem, amulet	n.
'ewrang	loom	n.
sa'ewrang	mother loom, giant loom	n.
tiretu	shaman	n.
pasuk	berry	n.
vozampasukut	grinch tree, thousand berry tree	n.
paskalin	sweet berry (term of endearment)	n.
fngä'tseng	restroom (on Earth)	n.
mo a fngä'	restroom (on Earth)	n.
sa	rise to a challenge	vin.
tanleng	bark (of a tree)	n.
syokup	weight (physical) 	n.
kewan	age	n.
tìnvi	task, errand, step (in an instruction)	n.
tìnvi si	perform a task, run an errand	vin.
txanwetseng	personally significant or beloved place, heimat (ger.)	n.
penghrr	warn	vin.
säpenghrr	warning	n.
tì'ul	increase	n.
eyawrfya	right way (of doing something), correct path	n.
stiwi	mischief	n.
stiwi si	be naughty, do mis	vin.
stiwinga'	mischievous	adj.
stiwisiyu	mischiefmaker	n.
rawng	entrance, doorway	n.
syewe	fat (substance in meat)	n.
syewenga'	fatty	adj.
laro si	clean, make free of dirt	vin.
slukx	horn of an animal	n.
tsin	nail, claw	n.
ue'	vomit, vomit up	vtr., vin.
nantangtsyìp	dog (earth animal); lit. little nantang	n.
hiup	spit, spit out	vin., vtr.
räptum	coarse, vulgar, socially unacceptable	adj.
txanlokxe	clan or tribal domain, country	n.
tsamsä'o	weapon of war	n.
tìtxurnga'	powerful	adj.
leym	call, cry out, exclaim	vim.
nìzen	necessarily	adv.
kenzen	not necessarily	adv.
pllhrr	warn	vin.
säpllhrr	warning	n.
tspìng	austrapede	n.
mawup	turtapede	n.
pawk	horn, wind instrument	n.
tekre	skull	n.
ionar	banshee rider visor	n.
